Outcome or subgroup title,No. of studies,No. of participants,Statistical method,Effect size,comparison_name,comparison_id,effect_size,lower_ci,upper_ci,outcome_id,subgroup_id,outcome_name,subgroup_name
1.6 Functional exercise capacity: 12‐minute walk distance (12MWD) (meters) Show forest plot,3,80,"Mean Difference (IV, Random, 95% CI)","155.77 [‐84.53, 396.08]",PR+IMT vs PR,1,155.77,-84.53,396.08,1,6,,Functional exercise capacity: 12‐minute walk distance (12MWD) (meters) Show forest plot
1.7 Functional exercise capacity: Wmax (watt) Show forest plot,5,326,"Mean Difference (IV, Random, 95% CI)","‐1.01 [‐6.96, 4.94]",PR+IMT vs PR,1,-1.01,-6.96,4.94,1,7,,Functional exercise capacity: Wmax (watt) Show forest plot
1.8 Functional exercise capacity: exercise time (seconds) Show forest plot,3,192,"Mean Difference (IV, Random, 95% CI)","58.62 [‐25.09, 142.32]",PR+IMT vs PR,1,58.62,-25.09,142.32,1,8,,Functional exercise capacity: exercise time (seconds) Show forest plot
1.9 Health‐related quality of life (HRQoL): St George's Respiratory Questionnaire (SGRQ) Show forest plot,7,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,PR+IMT vs PR,1,,,,1,9,,Health‐related quality of life (HRQoL): St George's Respiratory Questionnaire (SGRQ) Show forest plot
1.9.1 Symptoms,2,169,"Mean Difference (IV, Random, 95% CI)","‐2.33 [‐6.28, 1.62]",PR+IMT vs PR,1,-2.33,-6.28,1.62,1,9,,Symptoms
1.9.2 Activity,2,169,"Mean Difference (IV, Random, 95% CI)","0.28 [‐1.65, 2.20]",PR+IMT vs PR,1,0.28,-1.65,2.2,1,9,,Activity
1.9.3 Impact,2,169,"Mean Difference (IV, Random, 95% CI)","‐1.63 [‐5.38, 2.11]",PR+IMT vs PR,1,-1.63,-5.38,2.11,1,9,,Impact
1.9.4 Total,7,908,"Mean Difference (IV, Random, 95% CI)","0.13 [‐0.93, 1.20]",PR+IMT vs PR,1,0.13,-0.93,1.2,1,9,,Total
1.10 Health‐related quality of life (HRQoL): Chronic Respiratory Disease Questionnaire (CRQ) Show forest plot,3,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,PR+IMT vs PR,1,,,,1,10,,Health‐related quality of life (HRQoL): Chronic Respiratory Disease Questionnaire (CRQ) Show forest plot
1.10.1 Dyspnea,3,,"Mean Difference (IV, Random, 95% CI)","‐0.30 [‐1.90, 1.29]",PR+IMT vs PR,1,-0.3,-1.9,1.29,1,10,,Dyspnea
1.10.2 Fatigue,3,,"Mean Difference (IV, Random, 95% CI)","0.28 [‐0.76, 1.31]",PR+IMT vs PR,1,0.28,-0.76,1.31,1,10,,Fatigue
1.10.3 Emotion,2,,"Mean Difference (IV, Random, 95% CI)","‐0.63 [‐2.53, 1.26]",PR+IMT vs PR,1,-0.63,-2.53,1.26,1,10,,Emotion
1.10.4 Mastery,2,,"Mean Difference (IV, Random, 95% CI)","‐0.05 [‐1.18, 1.08]",PR+IMT vs PR,1,-0.05,-1.18,1.08,1,10,,Mastery
1.11 Health‐related quality of life (HRQoL): COPD Assessment Test (CAT) Show forest plot,2,657,"Mean Difference (IV, Random, 95% CI)","0.13 [‐0.80, 1.06]",PR+IMT vs PR,1,0.13,-0.8,1.06,1,11,,Health‐related quality of life (HRQoL): COPD Assessment Test (CAT) Show forest plot
1.12 Inspiratory muscle strength: PImax (cmH20) Show forest plot,17,1329,"Mean Difference (IV, Random, 95% CI)","11.46 [7.42, 15.50]",PR+IMT vs PR,1,11.46,7.42,15.5,1,12,,Inspiratory muscle strength: PImax (cmH20) Show forest plot
1.13 Inspiratory muscle strength: PImax (cmH2O) (subgroup analysis: duration of the intervention) Show forest plot,17,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,PR+IMT vs PR,1,,,,1,13,,Inspiratory muscle strength: PImax (cmH2O) (subgroup analysis: duration of the intervention) Show forest plot
1.13.1 Short‐term (<4 weeks),4,687,"Mean Difference (IV, Random, 95% CI)","12.63 [4.14, 21.11]",PR+IMT vs PR,1,12.63,4.14,21.11,1,13,,Short‐term (<4 weeks)
1.13.2 Medium‐term ( ≥ 4 weeks and <8 weeks),4,233,"Mean Difference (IV, Random, 95% CI)","12.27 [3.75, 20.79]",PR+IMT vs PR,1,12.27,3.75,20.79,1,13,,Medium‐term ( ≥ 4 weeks and <8 weeks)
1.13.3 Long‐term ( ≥ 8 weeks),11,478,"Mean Difference (IV, Random, 95% CI)","11.52 [5.50, 17.53]",PR+IMT vs PR,1,11.52,5.5,17.53,1,13,,Long‐term ( ≥ 8 weeks)
1.14 Inspiratory muscle strength: PImax (cmH2O) (subgroup analysis: with or without respiratory muscle weakness) Show forest plot,16,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,PR+IMT vs PR,1,,,,1,14,,Inspiratory muscle strength: PImax (cmH2O) (subgroup analysis: with or without respiratory muscle weakness) Show forest plot
1.14.1 With respiratory muscle weakness,5,282,"Mean Difference (IV, Random, 95% CI)","14.84 [11.35, 18.34]",PR+IMT vs PR,1,14.84,11.35,18.34,1,14,,With respiratory muscle weakness
1.14.2 Without respiratory muscle weakness,11,1031,"Mean Difference (IV, Random, 95% CI)","10.57 [5.23, 15.91]",PR+IMT vs PR,1,10.57,5.23,15.91,1,14,,Without respiratory muscle weakness
1.15 Laboratory exercise test: VO2peak (L/min) Show forest plot,5,313,"Mean Difference (IV, Random, 95% CI)","‐0.01 [‐0.05, 0.03]",PR+IMT vs PR,1,-0.01,-0.05,0.03,1,15,,Laboratory exercise test: VO2peak (L/min) Show forest plot
1.16 Respiratory muscle endurance: respiratory muscle endurance pressure (Pthmax) (cmH2O) Show forest plot,2,52,"Std. Mean Difference (IV, Random, 95% CI)","1.22 [‐0.18, 2.62]",PR+IMT vs PR,1,1.22,-0.18,2.62,1,16,,Respiratory muscle endurance: respiratory muscle endurance pressure (Pthmax) (cmH2O) Show forest plot
1.17 Respiratory muscle endurance time: Tlim (seconds) (sustained ventilation according to PImax) Show forest plot,3,236,"Mean Difference (IV, Random, 95% CI)","84.63 [‐50.77, 220.02]",PR+IMT vs PR,1,84.63,-50.77,220.02,1,17,,Respiratory muscle endurance time: Tlim (seconds) (sustained ventilation according to PImax) Show forest plot
1.18 Respiratory muscle endurance time: Tlim (seconds) (sustained ventilation according to MVV) Show forest plot,2,51,"Mean Difference (IV, Random, 95% CI)","477.69 [215.43, 739.94]",PR+IMT vs PR,1,477.69,215.43,739.94,1,18,,Respiratory muscle endurance time: Tlim (seconds) (sustained ventilation according to MVV) Show forest plot
1.19 Maximal voluntary ventilation (MVV) Show forest plot,3,93,"Std. Mean Difference (IV, Random, 95% CI)","0.40 [‐0.02, 0.83]",PR+IMT vs PR,1,0.4,-0.02,0.83,1,19,,Maximal voluntary ventilation (MVV) Show forest plot
1.20 Respiratory function: forced expiratory volume at 1 second (FEV1) (%Pred) Show forest plot,6,173,"Mean Difference (IV, Random, 95% CI)","0.77 [‐1.72, 3.26]",PR+IMT vs PR,1,0.77,-1.72,3.26,1,20,,Respiratory function: forced expiratory volume at 1 second (FEV1) (%Pred) Show forest plot
1.21 Respiratory function: forced expiratory volume at 1 second (FEV1) (Liters) Show forest plot,6,889,"Mean Difference (IV, Random, 95% CI)","0.04 [‐0.04, 0.13]",PR+IMT vs PR,1,0.04,-0.04,0.13,1,21,,Respiratory function: forced expiratory volume at 1 second (FEV1) (Liters) Show forest plot
2.1 Dyspnea: Borg (at submaximal exercise capacity) Show forest plot,6,144,"Mean Difference (IV, Random, 95% CI)","‐0.94 [‐1.36, ‐0.51]",IMT vs control/sham,2,-0.94,-1.36,-0.51,2,1,,Dyspnea: Borg (at submaximal exercise capacity) Show forest plot
2.2 Dyspnea: Baseline and Transition Dyspnea Indexes (BDI‐TDI) Show forest plot,8,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,IMT vs control/sham,2,,,,2,2,,Dyspnea: Baseline and Transition Dyspnea Indexes (BDI‐TDI) Show forest plot
2.2.1 Functional impairment,3,95,"Mean Difference (IV, Random, 95% CI)","0.88 [0.51, 1.25]",IMT vs control/sham,2,0.88,0.51,1.25,2,2,,Functional impairment
2.2.2 Magnitude of task,3,95,"Mean Difference (IV, Random, 95% CI)","0.73 [0.35, 1.12]",IMT vs control/sham,2,0.73,0.35,1.12,2,2,,Magnitude of task
2.2.3 Magnitude of effort,3,95,"Mean Difference (IV, Random, 95% CI)","0.86 [0.42, 1.30]",IMT vs control/sham,2,0.86,0.42,1.3,2,2,,Magnitude of effort
2.2.4 Focal score,8,238,"Mean Difference (IV, Random, 95% CI)","2.98 [2.07, 3.89]",IMT vs control/sham,2,2.98,2.07,3.89,2,2,,Focal score
2.3 Dyspnea: Transition Dyspnea Index (TDI): Focal score (subgroup analysis: with or without respiratory muscle weakness) Show forest plot,7,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,IMT vs control/sham,2,,,,2,3,,Dyspnea: Transition Dyspnea Index (TDI): Focal score (subgroup analysis: with or without respiratory muscle weakness) Show forest plot
2.3.1 With respiratory muscle weakness,4,152,"Mean Difference (IV, Random, 95% CI)","3.52 [2.55, 4.49]",IMT vs control/sham,2,3.52,2.55,4.49,2,3,,With respiratory muscle weakness
2.3.2 Without respiratory weakness,3,70,"Mean Difference (IV, Random, 95% CI)","2.28 [1.10, 3.46]",IMT vs control/sham,2,2.28,1.1,3.46,2,3,,Without respiratory weakness
2.4 Dyspnea: Modified Medical Research Council (mMRC) Show forest plot,4,150,"Mean Difference (IV, Fixed, 95% CI)","‐0.59 [‐0.76, ‐0.43]",IMT vs control/sham,2,-0.59,-0.76,-0.43,2,4,,Dyspnea: Modified Medical Research Council (mMRC) Show forest plot
2.5 Functional exercise capacity: 6‐minute walk distance (6MWD) (meters) Show forest plot,16,501,"Mean Difference (IV, Random, 95% CI)","35.71 [25.68, 45.74]",IMT vs control/sham,2,35.71,25.68,45.74,2,5,,Functional exercise capacity: 6‐minute walk distance (6MWD) (meters) Show forest plot
2.6 Functional exercise capacity: 6‐minute walk distance (6MWD) (meters) (subgroup analysis: duration of the intervention) Show forest plot,16,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,IMT vs control/sham,2,,,,2,6,,Functional exercise capacity: 6‐minute walk distance (6MWD) (meters) (subgroup analysis: duration of the intervention) Show forest plot
2.6.1 Short‐term (<4 weeks),1,34,"Mean Difference (IV, Random, 95% CI)","33.06 [23.05, 43.07]",IMT vs control/sham,2,33.06,23.05,43.07,2,6,,Short‐term (<4 weeks)
2.6.2 Medium‐term (≥4 weeks and <8 weeks),4,131,"Mean Difference (IV, Random, 95% CI)","31.15 [1.50, 60.81]",IMT vs control/sham,2,31.15,1.5,60.81,2,6,,Medium‐term (≥4 weeks and <8 weeks)
2.6.3 Long‐term (≥8 weeks),11,336,"Mean Difference (IV, Random, 95% CI)","38.47 [22.75, 54.20]",IMT vs control/sham,2,38.47,22.75,54.2,2,6,,Long‐term (≥8 weeks)
2.7 Functional exercise capacity: 6‐minute walk distance (6MWD) (meters) (subgroup analysis: with or without respiratory muscle weakness) Show forest plot,15,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,IMT vs control/sham,2,,,,2,7,,Functional exercise capacity: 6‐minute walk distance (6MWD) (meters) (subgroup analysis: with or without respiratory muscle weakness) Show forest plot
2.7.1 With respiratory muscle weakness,5,178,"Mean Difference (IV, Random, 95% CI)","33.74 [25.08, 42.40]",IMT vs control/sham,2,33.74,25.08,42.4,2,7,,With respiratory muscle weakness
2.7.2 Without respiratory muscle weakness,11,291,"Mean Difference (IV, Random, 95% CI)","29.80 [12.86, 46.73]",IMT vs control/sham,2,29.8,12.86,46.73,2,7,,Without respiratory muscle weakness
2.8 Functional exercise capacity: 12‐minute walk distance (12MWD) (meters) Show forest plot,3,101,"Mean Difference (IV, Random, 95% CI)","‐33.31 [‐158.10, 91.48]",IMT vs control/sham,2,-33.31,-158.1,91.48,2,8,,Functional exercise capacity: 12‐minute walk distance (12MWD) (meters) Show forest plot
2.9 Functional exercise capacity: Wmax (watt) Show forest plot,7,206,"Mean Difference (IV, Random, 95% CI)","0.66 [‐6.44, 7.76]",IMT vs control/sham,2,0.66,-6.44,7.76,2,9,,Functional exercise capacity: Wmax (watt) Show forest plot
2.10 Functional exercise capacity: exercise time (seconds) Show forest plot,5,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,IMT vs control/sham,2,,,,2,10,,Functional exercise capacity: exercise time (seconds) Show forest plot
2.11 Functional exercise capacity: shuttle walk test (SWT) (meters) Show forest plot,2,57,"Mean Difference (IV, Random, 95% CI)","‐7.45 [‐92.74, 77.83]",IMT vs control/sham,2,-7.45,-92.74,77.83,2,11,,Functional exercise capacity: shuttle walk test (SWT) (meters) Show forest plot
2.12 Health‐related quality of life (HRQoL): St George Respiratory Questionnaire (SGRQ) Show forest plot,6,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,IMT vs control/sham,2,,,,2,12,,Health‐related quality of life (HRQoL): St George Respiratory Questionnaire (SGRQ) Show forest plot
2.12.1 Symptoms,2,53,"Mean Difference (IV, Random, 95% CI)","‐2.10 [‐3.50, ‐0.71]",IMT vs control/sham,2,-2.1,-3.5,-0.71,2,12,,Symptoms
2.12.2 Activity,2,53,"Mean Difference (IV, Random, 95% CI)","‐9.86 [‐15.08, ‐4.63]",IMT vs control/sham,2,-9.86,-15.08,-4.63,2,12,,Activity
2.12.3 Impact,2,53,"Mean Difference (IV, Random, 95% CI)","‐6.06 [‐13.76, 1.65]",IMT vs control/sham,2,-6.06,-13.76,1.65,2,12,,Impact
2.12.4 Total,6,182,"Mean Difference (IV, Random, 95% CI)","‐3.85 [‐8.18, 0.48]",IMT vs control/sham,2,-3.85,-8.18,0.48,2,12,,Total
2.13 Health‐related quality of life (HRQoL): Chronic Respiratory Disease Questionnaire (CRQ) Show forest plot,5,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,IMT vs control/sham,2,,,,2,13,,Health‐related quality of life (HRQoL): Chronic Respiratory Disease Questionnaire (CRQ) Show forest plot
2.13.1 Dyspnea,5,178,"Mean Difference (IV, Random, 95% CI)","1.63 [0.23, 3.03]",IMT vs control/sham,2,1.63,0.23,3.03,2,13,,Dyspnea
2.13.2 Fatigue,5,178,"Mean Difference (IV, Random, 95% CI)","1.32 [0.08, 2.55]",IMT vs control/sham,2,1.32,0.08,2.55,2,13,,Fatigue
2.13.3 Emotion,4,163,"Mean Difference (IV, Random, 95% CI)","2.64 [0.82, 4.46]",IMT vs control/sham,2,2.64,0.82,4.46,2,13,,Emotion
2.13.4 Mastery,4,154,"Mean Difference (IV, Random, 95% CI)","1.57 [0.07, 3.06]",IMT vs control/sham,2,1.57,0.07,3.06,2,13,,Mastery
2.14 Health‐related quality of life (HRQoL): COPD Assessment Test (CAT) Show forest plot,2,86,"Mean Difference (IV, Random, 95% CI)","‐2.97 [‐3.85, ‐2.10]",IMT vs control/sham,2,-2.97,-3.85,-2.1,2,14,,Health‐related quality of life (HRQoL): COPD Assessment Test (CAT) Show forest plot
2.15 Inspiratory muscle strength: PImax (cmH2O) Show forest plot,32,916,"Mean Difference (IV, Random, 95% CI)","14.57 [9.85, 19.29]",IMT vs control/sham,2,14.57,9.85,19.29,2,15,,Inspiratory muscle strength: PImax (cmH2O) Show forest plot
2.16 Inspiratory muscle strength: PImax (cmH2O) (subgroup analysis: duration of the intervention) Show forest plot,32,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,IMT vs control/sham,2,,,,2,16,,Inspiratory muscle strength: PImax (cmH2O) (subgroup analysis: duration of the intervention) Show forest plot
2.16.1 Short‐term (<4 weeks),1,34,"Mean Difference (IV, Random, 95% CI)","12.60 [6.94, 18.26]",IMT vs control/sham,2,12.6,6.94,18.26,2,16,,Short‐term (<4 weeks)
2.16.2 Medium‐term (≥4 weeks and <8 weeks),8,223,"Mean Difference (IV, Random, 95% CI)","11.89 [6.76, 17.02]",IMT vs control/sham,2,11.89,6.76,17.02,2,16,,Medium‐term (≥4 weeks and <8 weeks)
2.16.3 Long‐term (≥8 weeks),26,748,"Mean Difference (IV, Random, 95% CI)","15.02 [9.26, 20.78]",IMT vs control/sham,2,15.02,9.26,20.78,2,16,,Long‐term (≥8 weeks)
2.17 Inspiratory muscle strength: PImax (cmH2O) (subgroup analysis: with or without respiratory muscle weakness) Show forest plot,28,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,IMT vs control/sham,2,,,,2,17,,Inspiratory muscle strength: PImax (cmH2O) (subgroup analysis: with or without respiratory muscle weakness) Show forest plot
2.17.1 With respiratory muscle weakness,10,323,"Mean Difference (IV, Random, 95% CI)","11.08 [7.51, 14.64]",IMT vs control/sham,2,11.08,7.51,14.64,2,17,,With respiratory muscle weakness
2.17.2 Without respiratory muscle weakness,19,499,"Mean Difference (IV, Random, 95% CI)","13.82 [5.36, 22.29]",IMT vs control/sham,2,13.82,5.36,22.29,2,17,,Without respiratory muscle weakness
2.18 Inspiratory muscle strength: PImax (cmH2O) (subgroup analysis: method of measurement) Show forest plot,32,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,IMT vs control/sham,2,,,,2,18,,Inspiratory muscle strength: PImax (cmH2O) (subgroup analysis: method of measurement) Show forest plot
2.18.1 Residual Volume (RV),15,466,"Mean Difference (IV, Random, 95% CI)","12.63 [8.46, 16.81]",IMT vs control/sham,2,12.63,8.46,16.81,2,18,,Residual Volume (RV)
2.18.2 Functional Residual Capacity (FRC),9,206,"Mean Difference (IV, Random, 95% CI)","11.87 [7.33, 16.41]",IMT vs control/sham,2,11.87,7.33,16.41,2,18,,Functional Residual Capacity (FRC)
2.18.3 Not reported,8,244,"Mean Difference (IV, Random, 95% CI)","19.52 [4.63, 34.41]",IMT vs control/sham,2,19.52,4.63,34.41,2,18,,Not reported
2.19 Laboratory exercise test: VO2peak Show forest plot,11,286,"Std. Mean Difference (IV, Random, 95% CI)","0.31 [0.05, 0.57]",IMT vs control/sham,2,0.31,0.05,0.57,2,19,,Laboratory exercise test: VO2peak Show forest plot
2.20 Respiratory muscle endurance: respiratory muscle endurance pressure (Pthmax) (cmH2O) Show forest plot,8,179,"Mean Difference (IV, Random, 95% CI)","9.71 [4.93, 14.50]",IMT vs control/sham,2,9.71,4.93,14.5,2,20,,Respiratory muscle endurance: respiratory muscle endurance pressure (Pthmax) (cmH2O) Show forest plot
2.21 Respiratory muscle endurance time: Tlim (seconds) Show forest plot,10,260,"Mean Difference (IV, Random, 95% CI)","270.57 [182.44, 358.71]",IMT vs control/sham,2,270.57,182.44,358.71,2,21,,Respiratory muscle endurance time: Tlim (seconds) Show forest plot
2.22 Maximal voluntary ventilation (MVV) Show forest plot,2,36,"Std. Mean Difference (IV, Random, 95% CI)","0.99 [0.28, 1.69]",IMT vs control/sham,2,0.99,0.28,1.69,2,22,,Maximal voluntary ventilation (MVV) Show forest plot
2.23 Respiratory function: forced expiratory volume at 1 second (FEV1) (%pred) Show forest plot,10,314,"Mean Difference (IV, Random, 95% CI)","2.62 [0.20, 5.04]",IMT vs control/sham,2,2.62,0.2,5.04,2,23,,Respiratory function: forced expiratory volume at 1 second (FEV1) (%pred) Show forest plot
2.24 Respiratory function: forced expiratory volume at 1 second (FEV1) (Liters) Show forest plot,12,362,"Mean Difference (IV, Random, 95% CI)","0.04 [‐0.06, 0.14]",IMT vs control/sham,2,0.04,-0.06,0.14,2,24,,Respiratory function: forced expiratory volume at 1 second (FEV1) (Liters) Show forest plot
