reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD010452-bib-0011,"Girgis NI, Sultan Y, Hammad O, Farid Z. ","Comparison of the efficacy, safety and cost of cefixime, ceftriaxone and aztreonam in the treatment of multidrug-resistant Salmonella typhi septicemia in children", Pediatric Infectious Disease Journal ,1995,14,    ,['citation-journal']," Girgis NI, Sultan Y, Hammad O, Farid Z. Comparison of the efficacy, safety and cost of cefixime, ceftriaxone and aztreonam in the treatment of multidrug-resistant Salmonella typhi septicemia in children.  Pediatric Infectious Disease Journal 1995;14(7):603-5. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/00006454-199507000-00010', 'https://www.ncbi.nlm.nih.gov/pubmed/7567290', 'https://scholar.google.com/scholar_lookup?title=Comparison+of+the+efficacy,+safety+and+cost+of+cefixime,+ceftriaxone+and+aztreonam+in+the+treatment+of+multidrug-resistant+Salmonella+typhi+septicemia+in+children+&author=NI+Girgis&author=Y+Sultan&author=O+Hammad&author=Z+Farid&publication_year=1995&hl=en']",7567290,https://doi.org/10.1097/00006454-199507000-00010, Girgis 1995 {published data only}  ,included,CD010452-bbs2-0010,,7567290,7567290,7567290,61,,,7567290
CD010452-bib-0012,"Islam A, Butler T, Nath SK, Alam NH, Stoeckel K, Houser HB, et al. ",Randomized treatment of patients with typhoid fever by using ceftriaxone or chloramphenicol, Journal of Infectious Diseases ,1988,158,    ,['citation-journal']," Islam A, Butler T, Nath SK, Alam NH, Stoeckel K, Houser HB, et al. Randomized treatment of patients with typhoid fever by using ceftriaxone or chloramphenicol.  Journal of Infectious Diseases 1988;158(4):742-7. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1093/infdis/158.4.742', 'https://www.ncbi.nlm.nih.gov/pubmed/3171225', 'https://scholar.google.com/scholar_lookup?title=Randomized+treatment+of+patients+with+typhoid+fever+by+using+ceftriaxone+or+chloramphenicol&author=A+Islam&author=T+Butler&author=SK+Nath&author=NH+Alam&author=K+Stoeckel&author=HB+Houser&publication_year=1988&hl=en']",3171225,https://doi.org/10.1093/infdis/158.4.742, Islam 1988 {published data only}  ,included,CD010452-bbs2-0011,,,,3171225,53,http://doc.rero.ch/record/295660/files/158-4-742.pdf,,3171225
CD010452-bib-0013,"Islam A, Butler T, Kabir I, Alam NH. ",Treatment of typhoid fever with ceftriaxone for 5 days or chloramphenicol for 14 days: a randomized clinical trial, Antimicrobial Agents and Chemotherapy ,1993,37,    ,['citation-journal']," Islam A, Butler T, Kabir I, Alam NH. Treatment of typhoid fever with ceftriaxone for 5 days or chloramphenicol for 14 days: a randomized clinical trial.  Antimicrobial Agents and Chemotherapy 1993;37(8):1572-5. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1128/AAC.37.8.1572', 'https://www.ncbi.nlm.nih.gov/pubmed/8215265', 'https://scholar.google.com/scholar_lookup?title=Treatment+of+typhoid+fever+with+ceftriaxone+for+5+days+or+chloramphenicol+for+14+days:+a+randomized+clinical+trial+&author=A+Islam&author=T+Butler&author=I+Kabir&author=NH+Alam&publication_year=1993&hl=en']",8215265,https://doi.org/10.1128/AAC.37.8.1572, Islam 1993 {published data only}  ,included,CD010452-bbs2-0012,,8215265,,8215265,68,https://europepmc.org/articles/pmc188021?pdf=render,,8215265
CD010452-bib-0014,"Kumar R, Gupta N, Shalini. ",Multidrug-resistant typhoid fever, Indian Journal of Pediatrics ,2007,74,    ,['citation-journal']," Kumar R, Gupta N, Shalini. Multidrug-resistant typhoid fever.  Indian Journal of Pediatrics 2007;74(1):39-42. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s12098-007-0024-z', 'https://www.ncbi.nlm.nih.gov/pubmed/17264451', 'https://scholar.google.com/scholar_lookup?title=Multidrug-resistant+typhoid+fever&author=R+Kumar&author=N+Gupta&publication_year=2007&hl=en']",17264451,https://doi.org/10.1007/s12098-007-0024-z, Kumar 2007 {published data only}  ,included,CD010452-bbs2-0013,,,,17264451,26,,,17264451
CD010452-bib-0015,"Lasserre R, Sangalang RP, Santiago L. ","Three-day treatment of typhoid fever with two different doses of ceftriaxone, compared to 14-day therapy with chloramphenicol: a randomized trial", Journal of Antimicrobial Chemotherapy ,1991,28,    ,['citation-journal']," Lasserre R, Sangalang RP, Santiago L. Three-day treatment of typhoid fever with two different doses of ceftriaxone, compared to 14-day therapy with chloramphenicol: a randomized trial.  Journal of Antimicrobial Chemotherapy 1991;28(5):765-72. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1093/jac/28.5.765', 'https://www.ncbi.nlm.nih.gov/pubmed/1778879', 'https://scholar.google.com/scholar_lookup?title=Three-day+treatment+of+typhoid+fever+with+two+different+doses+of+ceftriaxone,+compared+to+14-day+therapy+with+chloramphenicol:+a+randomized+trial+&author=R+Lasserre&author=RP+Sangalang&author=L+Santiago&publication_year=1991&hl=en']",1778879,https://doi.org/10.1093/jac/28.5.765, Lasserre 1991 {published data only}  ,included,CD010452-bbs2-0014,,1778879,1778879,1778879,43,,,1778879
CD010452-bib-0016,"Memon IA, Billoo AG, Memon HI. ",Cefixime: an oral option for the treatment of multidrug-resistant enteric fever in children, Southern Medical Journal ,1997,90,    ,['citation-journal']," Memon IA, Billoo AG, Memon HI. Cefixime: an oral option for the treatment of multidrug-resistant enteric fever in children.  Southern Medical Journal 1997;90(12):1204-7. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/00007611-199712000-00008', 'https://www.ncbi.nlm.nih.gov/pubmed/9404906', 'https://scholar.google.com/scholar_lookup?title=Cefixime:+an+oral+option+for+the+treatment+of+multidrug-resistant+enteric+fever+in+children+&author=IA+Memon&author=AG+Billoo&author=HI+Memon&publication_year=1997&hl=en']",9404906,https://doi.org/10.1097/00007611-199712000-00008, Memon 1997 {published data only}  ,included,CD010452-bbs2-0015,,9404906,,,,,,9404906
CD010452-bib-0017,"Moosa A, Rubidge CJ. ",Once daily ceftriaxone vs. chloramphenicol for treatment of typhoid fever in children, Pediatric Infectious Disease Journal ,1989,8,    ,['citation-journal']," Moosa A, Rubidge CJ. Once daily ceftriaxone vs. chloramphenicol for treatment of typhoid fever in children.  Pediatric Infectious Disease Journal 1989;8(10):696-9. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/00006454-198910000-00007', 'https://www.ncbi.nlm.nih.gov/pubmed/2812914', 'https://scholar.google.com/scholar_lookup?title=Once+daily+ceftriaxone+vs.+chloramphenicol+for+treatment+of+typhoid+fever+in+children&author=A+Moosa&author=CJ+Rubidge&publication_year=1989&hl=en']",2812914,https://doi.org/10.1097/00006454-198910000-00007, Moosa 1989 {published data only}  ,included,CD010452-bbs2-0016,,2812914,2812914,2812914,17,,,2812914
CD010452-bib-0018,"Morelli G, Guerriero M, Cristiano P, Galderisi P, Postiglione A, Paradisi F. ",Cefoperazone compared with chloramphenicol in the treatment of typhoid fever, Chemotherapy ,1988,34,    ,['citation-journal']," Morelli G, Guerriero M, Cristiano P, Galderisi P, Postiglione A, Paradisi F. Cefoperazone compared with chloramphenicol in the treatment of typhoid fever.  Chemotherapy 1988;34(1):71-6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1159/000238550', 'https://www.ncbi.nlm.nih.gov/pubmed/3349861', 'https://scholar.google.com/scholar_lookup?title=Cefoperazone+compared+with+chloramphenicol+in+the+treatment+of+typhoid+fever&author=G+Morelli&author=M+Guerriero&author=P+Cristiano&author=P+Galderisi&author=A+Postiglione&author=F+Paradisi&publication_year=1988&hl=en']",3349861,https://doi.org/10.1159/000238550, Morelli 1988 {published data only}  ,included,CD010452-bbs2-0017,,3349861,,3349861,4,,,3349861
CD010452-bib-0019,"Nair BT, Simalti AK, Sharma S. ",Study comparing ceftriaxone with azithromycin for the treatment of uncomplicated typhoid fever in children of India, Annals of Tropical Medicine and Public Health ,2017,10,    ,['citation-journal']," Nair BT, Simalti AK, Sharma S. Study comparing ceftriaxone with azithromycin for the treatment of uncomplicated typhoid fever in children of India.  Annals of Tropical Medicine and Public Health 2017;10(1):205-10. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.4103/1755-6783.205534', 'https://scholar.google.com/scholar_lookup?title=Study+comparing+ceftriaxone+with+azithromycin+for+the+treatment+of+uncomplicated+typhoid+fever+in+children+of+India+&author=BT+Nair&author=AK+Simalti&author=S+Sharma&publication_year=2017&hl=en']",,https://doi.org/10.4103/1755-6783.205534, Nair 2017 {published data only}  ,included,CD010452-bbs2-0018,,,,,15,,,
CD010452-bib-0020,"Pandit A, Arjyal A, Day JN, Paudyal B, Dangol S, Zimmerman MD, et al. ",An open randomized comparison of gatifloxacin versus cefixime for the treatment of uncomplicated enteric fever, PLOS One ,2007,2,    ,['citation-journal']," Pandit A, Arjyal A, Day JN, Paudyal B, Dangol S, Zimmerman MD, et al. An open randomized comparison of gatifloxacin versus cefixime for the treatment of uncomplicated enteric fever.  PLOS One 2007;2(6):e542. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1371/journal.pone.0000542', 'https://www.ncbi.nlm.nih.gov/pubmed/17593957', 'https://scholar.google.com/scholar_lookup?title=An+open+randomized+comparison+of+gatifloxacin+versus+cefixime+for+the+treatment+of+uncomplicated+enteric+fever+&author=A+Pandit&author=A+Arjyal&author=JN+Day&author=B+Paudyal&author=S+Dangol&author=MD+Zimmerman&publication_year=2007&hl=en']",17593957,https://doi.org/10.1371/journal.pone.0000542, Pandit 2007 {published and unpublished data}  ,included,CD010452-bbs2-0019,,,17593957,17593957,89,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0000542&type=printable,,17593957
CD010452-bib-0021,"Pape JW, Gerdes H, Oriol L, Johnson WD Jr. ",Typhoid fever: successful therapy with cefoperazone, Journal of Infectious Diseases ,1986,153,    ,['citation-journal']," Pape JW, Gerdes H, Oriol L, Johnson WD Jr. Typhoid fever: successful therapy with cefoperazone.  Journal of Infectious Diseases 1986;153(2):272-6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1093/infdis/153.2.272', 'https://www.ncbi.nlm.nih.gov/pubmed/3511159', 'https://scholar.google.com/scholar_lookup?title=Typhoid+fever:+successful+therapy+with+cefoperazone&author=JW+Pape&author=H+Gerdes&author=L+Oriol&publication_year=1986&hl=en']",3511159,https://doi.org/10.1093/infdis/153.2.272, Pape 1986 {published data only}  ,included,CD010452-bbs2-0020,,3511159,3511159,3511159,34,,,3511159
CD010452-bib-0022,"Malik MS, Iqbal I, Rabbani W. ",A comparative study of cefixime and chloramphenicol in children with typhoid fever, Journal of Pakistan Medical Association ,1998,48,    ,['citation-journal']," Malik MS, Iqbal I, Rabbani W. A comparative study of cefixime and chloramphenicol in children with typhoid fever.  Journal of Pakistan Medical Association 1998;48(4):106-7. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.13181/mji.v7iSupp1.1105', 'https://scholar.google.com/scholar_lookup?title=A+comparative+study+of+cefixime+and+chloramphenicol+in+children+with+typhoid+fever&author=MS+Malik&author=I+Iqbal&author=W+Rabbani&publication_year=1998&hl=en']",,https://doi.org/10.13181/mji.v7iSupp1.1105, Rabbani 1998 {published data only}  ,included,CD010452-bbs2-0021,,9783046,,9783046,10,http://mji.ui.ac.id/journal/index.php/mji/article/download/1105/1008,,9783046
CD010452-bib-0023,"Rabbani MW, Iqbal I, Malik MS. ",A comparative study of cefixime and chloramphenicol in children with typhoid fever, Journal of the Pakistan Medical Association ,1998,48,    ,['citation-journal']," Rabbani MW, Iqbal I, Malik MS. A comparative study of cefixime and chloramphenicol in children with typhoid fever.  Journal of the Pakistan Medical Association 1998;48(6):163-4. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/9813986', 'https://scholar.google.com/scholar_lookup?title=A+comparative+study+of+cefixime+and+chloramphenicol+in+children+with+typhoid+fever&author=MW+Rabbani&author=I+Iqbal&author=MS+Malik&publication_year=1998&hl=en']",9813986,, Rabbani 1998 {published data only}  ,included,CD010452-bbs2-0021,,9813986,,,,,,9813986
CD010452-bib-0024,Rizvi Q. ,Effectiveness of anti-typhoid drugs currently used in Pakistan, Pakistan Journal of Surgery ,2007,23,    ,['citation-journal'], Rizvi Q. Effectiveness of anti-typhoid drugs currently used in Pakistan.  Pakistan Journal of Surgery 2007;23(1):57-64. CENTRAL    Google Scholar     ,"['', 'https://scholar.google.com/scholar_lookup?title=Effectiveness+of+anti-typhoid+drugs+currently+used+in+Pakistan&author=Q+Rizvi&publication_year=2007&hl=en']",,, Rizvi 2007 {published data only}  ,included,CD010452-bbs2-0022,,,,,,,,
CD010452-bib-0025,"Shakur MS, Arzuman SA, Hossain J, Mehdi H, Ahmed M. ",Cefpodoxime proxetil compared with cefixime for treatment of typhoid fever in children, Indian Pediatrics ,2007,44,    ,['citation-journal']," Shakur MS, Arzuman SA, Hossain J, Mehdi H, Ahmed M. Cefpodoxime proxetil compared with cefixime for treatment of typhoid fever in children.  Indian Pediatrics 2007;44(11):838-41. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/18057480', 'https://scholar.google.com/scholar_lookup?title=Cefpodoxime+proxetil+compared+with+cefixime+for+treatment+of+typhoid+fever+in+children&author=MS+Shakur&author=SA+Arzuman&author=J+Hossain&author=H+Mehdi&author=M+Ahmed&publication_year=2007&hl=en']",18057480,, Shakur 2007 {published data only}  ,included,CD010452-bbs2-0023,,18057480,18057480,,,,,18057480
CD010452-bib-0026,"Smith MD, Duong NM, Hoa NT, Wain J, Ha HD, Diep TS, et al. ",Comparison of ofloxacin and ceftriaxone for short-course treatment of enteric fever, Antimicrobial Agents and Chemotherapy ,1994,38,    ,['citation-journal']," Smith MD, Duong NM, Hoa NT, Wain J, Ha HD, Diep TS, et al. Comparison of ofloxacin and ceftriaxone for short-course treatment of enteric fever.  Antimicrobial Agents and Chemotherapy 1994;38(8):1716-20. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1128/AAC.38.8.1716', 'https://www.ncbi.nlm.nih.gov/pubmed/7986000', 'https://scholar.google.com/scholar_lookup?title=Comparison+of+ofloxacin+and+ceftriaxone+for+short-course+treatment+of+enteric+fever&author=MD+Smith&author=NM+Duong&author=NT+Hoa&author=J+Wain&author=HD+Ha&author=TS+Diep&publication_year=1994&hl=en']",7986000,https://doi.org/10.1128/AAC.38.8.1716, Smith 1994 {published data only}  ,included,CD010452-bbs2-0024,,,7986000,7986000,107,https://europepmc.org/articles/pmc284627?pdf=render,,7986000
CD010452-bib-0027,"Tatli MM, Aktas G, Kosecik M, Yilmaz A. ","Treatment of typhoid fever in children with a flexible-duration of ceftriaxone, compared with 14-day treatment with chloramphenicol", International Journal of Antimicrobial Agents ,2003,21,    ,['citation-journal']," Tatli MM, Aktas G, Kosecik M, Yilmaz A. Treatment of typhoid fever in children with a flexible-duration of ceftriaxone, compared with 14-day treatment with chloramphenicol.  International Journal of Antimicrobial Agents 2003;21(4):350-3. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S0924-8579(02)00388-6', 'https://www.ncbi.nlm.nih.gov/pubmed/12672582', 'https://scholar.google.com/scholar_lookup?title=Treatment+of+typhoid+fever+in+children+with+a+flexible-duration+of+ceftriaxone,+compared+with+14-day+treatment+with+chloramphenicol+&author=MM+Tatli&author=G+Aktas&author=M+Kosecik&author=A+Yilmaz&publication_year=2003&hl=en']",12672582,https://doi.org/10.1016/S0924-8579(02)00388-6, Tatli 2003 {published data only}  ,included,CD010452-bbs2-0025,,12672582,12672582,12672582,22,,,12672582
CD010452-bib-0028,"Tran TH, Nguyen MD, Huynh DH, Nguyen TT, To SD, Le TP, et al. ",A randomized comparative study of fleroxacin and ceftriaxone in enteric fever, Transactions of the Royal Society of Tropical Medicine and Hygiene ,1994,88,    ,['citation-journal']," Tran TH, Nguyen MD, Huynh DH, Nguyen TT, To SD, Le TP, et al. A randomized comparative study of fleroxacin and ceftriaxone in enteric fever.  Transactions of the Royal Society of Tropical Medicine and Hygiene 1994;88(4):464-5. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/7570846', 'https://scholar.google.com/scholar_lookup?title=A+randomized+comparative+study+of+fleroxacin+and+ceftriaxone+in+enteric+fever&author=TH+Tran&author=MD+Nguyen&author=DH+Huynh&author=TT+Nguyen&author=SD+To&author=TP+Le&publication_year=1994&hl=en']",7570846,, Tran 1994 {published data only}  ,included,CD010452-bbs2-0026,,,7570846,,,,,7570846
