reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD013080-bib-0011,"Dziva Chikwari C, Ferrand RA, Simms V. ",Association between self-reported adherence and HIV viral load suppression among older children and adolescents, Journal of Acquired Immune Deficiency Syndromes ,2017,76,    ,['citation-journal']," Dziva Chikwari C, Ferrand RA, Simms V. Association between self-reported adherence and HIV viral load suppression among older children and adolescents.  Journal of Acquired Immune Deficiency Syndromes 2017;76(3):e87-9. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/QAI.0000000000001501', 'https://www.ncbi.nlm.nih.gov/pubmed/28708812', 'https://scholar.google.com/scholar_lookup?title=Association+between+self-reported+adherence+and+HIV+viral+load+suppression+among+older+children+and+adolescents+&author=C+DzivaChikwari&author=RA+Ferrand&author=V+Simms&publication_year=2017&hl=en']",28708812,https://doi.org/10.1097/QAI.0000000000001501, Dziva 2017 {published data only}  ,included,CD013080-bbs2-0011,28708812,,28708812,17.0,https://europepmc.org/articles/pmc5638017?pdf=render,,28708812
CD013080-bib-0012,"Ekstrand ML, Chandy S, Heylen E, Steward W, Singh G. ",Developing useful highly active antiretroviral therapy adherence measures for India: the Prerana study, Journal of Acquired Immune Deficiency Syndromes ,2010,53,    ,['citation-journal']," Ekstrand ML, Chandy S, Heylen E, Steward W, Singh G. Developing useful highly active antiretroviral therapy adherence measures for India: the Prerana study.  Journal of Acquired Immune Deficiency Syndromes 2010;53(3):415-6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/QAI.0b013e3181ba3e4e', 'https://www.ncbi.nlm.nih.gov/pubmed/20190588', 'https://scholar.google.com/scholar_lookup?title=Developing+useful+highly+active+antiretroviral+therapy+adherence+measures+for+India:+the+Prerana+study+&author=ML+Ekstrand&author=S+Chandy&author=E+Heylen&author=W+Steward&author=G+Singh&publication_year=2010&hl=en']",20190588,https://doi.org/10.1097/QAI.0b013e3181ba3e4e, Ekstrand 2010 {published data only}  ,included,CD013080-bbs2-0012,20190588,20190588,20190588,46.0,https://doi.org/10.1097/qai.0b013e3181ba3e4e,,20190588
CD013080-bib-0013,"El-Khatib Z, Ekstrom AM, Ledwaba J, Mohapi L, Laher F, Karstaedt A, et al. ","Viremia and drug resistance among HIV-1 patients on antiretroviral treatment: a cross-sectional study in Soweto, South Africa", AIDS ,2010,24,    ,['citation-journal']," El-Khatib Z, Ekstrom AM, Ledwaba J, Mohapi L, Laher F, Karstaedt A, et al. Viremia and drug resistance among HIV-1 patients on antiretroviral treatment: a cross-sectional study in Soweto, South Africa.  AIDS 2010;24(11):1679-87. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/QAD.0b013e32833a097b', 'https://www.ncbi.nlm.nih.gov/pubmed/20453629', 'https://scholar.google.com/scholar_lookup?title=Viremia+and+drug+resistance+among+HIV-1+patients+on+antiretroviral+treatment:+a+cross-sectional+study+in+Soweto,+South+Africa+&author=Z+El-Khatib&author=AM+Ekstrom&author=J+Ledwaba&author=L+Mohapi&author=F+Laher&author=A+Karstaedt&publication_year=2010&hl=en']",20453629,https://doi.org/10.1097/QAD.0b013e32833a097b, El‐Khatib 2010 {published data only}  ,included,CD013080-bbs2-0013,,20453629,20453629,125.0,https://doi.org/10.1097/qad.0b013e32833a097b,,20453629
CD013080-bib-0014,"Evans D, Berhanu R, Moyo F, Nguweneza A, Long L, Fox MP. ","Can short-term use of electronic patient adherence monitoring devices improve adherence in patients failing second-line antiretroviral therapy? Evidence from a pilot study in Johannesburg, South Africa", AIDS and Behavior ,2016,20,    ,['citation-journal']," Evans D, Berhanu R, Moyo F, Nguweneza A, Long L, Fox MP. Can short-term use of electronic patient adherence monitoring devices improve adherence in patients failing second-line antiretroviral therapy? Evidence from a pilot study in Johannesburg, South Africa.  AIDS and Behavior 2016;20(11):2717-28. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s10461-016-1417-7', 'https://www.ncbi.nlm.nih.gov/pubmed/27146828', 'https://scholar.google.com/scholar_lookup?title=Can+short-term+use+of+electronic+patient+adherence+monitoring+devices+improve+adherence+in+patients+failing+second-line+antiretroviral+therapy?+Evidence+from+a+pilot+study+in+Johannesburg,+South+Africa+&author=D+Evans&author=R+Berhanu&author=F+Moyo&author=A+Nguweneza&author=L+Long&author=MP+Fox&publication_year=2016&hl=en']",27146828,https://doi.org/10.1007/s10461-016-1417-7, Evans 2016 {published data only}  ,included,CD013080-bbs2-0014,27146828,27146828,27146828,17.0,https://link.springer.com/content/pdf/10.1007%2Fs10461-016-1417-7.pdf,,27146828
CD013080-bib-0015,"Farley J, Hines S, Musk A, Ferrus S, Tepper V. ","Assessment of adherence to antiviral therapy in HIV-infected children using the Medication Event Monitoring System, pharmacy refill, provider assessment, caregiver self-report, and appointment keeping", Journal of Acquired Immune Deficiency Syndromes ,2003,33,    ,['citation-journal']," Farley J, Hines S, Musk A, Ferrus S, Tepper V. Assessment of adherence to antiviral therapy in HIV-infected children using the Medication Event Monitoring System, pharmacy refill, provider assessment, caregiver self-report, and appointment keeping.  Journal of Acquired Immune Deficiency Syndromes 2003;33(2):211-8. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/00126334-200306010-00016', 'https://www.ncbi.nlm.nih.gov/pubmed/12794557', 'https://scholar.google.com/scholar_lookup?title=Assessment+of+adherence+to+antiviral+therapy+in+HIV-infected+children+using+the+Medication+Event+Monitoring+System,+pharmacy+refill,+provider+assessment,+caregiver+self-report,+and+appointment+keeping+&author=J+Farley&author=S+Hines&author=A+Musk&author=S+Ferrus&author=V+Tepper&publication_year=2003&hl=en']",12794557,https://doi.org/10.1097/00126334-200306010-00016, Farley 2003 {published data only}  ,included,CD013080-bbs2-0015,12794557,12794557,12794557,171.0,https://doi.org/10.1097/00126334-200306010-00016,,12794557
CD013080-bib-0016,"Fokam J, Billong SC, Jogue F, Moyo Tetang Ndiang S, Nga Motaze AC, Paul KN, et al. ",Immuno-virological response and associated factors amongst HIV-1 vertically infected adolescents in Yaounde-Cameroon, PLOS One ,2017,12,    ,['citation-journal']," Fokam J, Billong SC, Jogue F, Moyo Tetang Ndiang S, Nga Motaze AC, Paul KN, et al. Immuno-virological response and associated factors amongst HIV-1 vertically infected adolescents in Yaounde-Cameroon.  PLOS One 2017;12(11):e0187566. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1371/journal.pone.0187566', 'https://www.ncbi.nlm.nih.gov/pubmed/29112991', 'https://scholar.google.com/scholar_lookup?title=Immuno-virological+response+and+associated+factors+amongst+HIV-1+vertically+infected+adolescents+in+Yaounde-Cameroon+&author=J+Fokam&author=SC+Billong&author=F+Jogue&author=S+MoyoTetangNdiang&author=AC+NgaMotaze&author=KN+Paul&publication_year=2017&hl=en']",29112991,https://doi.org/10.1371/journal.pone.0187566, Fokam 2017 {published data only}  ,included,CD013080-bbs2-0016,,29112991,29112991,39.0,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0187566&type=printable,,29112991
CD013080-bib-0017,"Gill CJ, Sabin LL, Hamer DH, Keyi X, Jianbo Z, Li T, et al. ",Importance of dose timing to achieving undetectable viral loads, AIDS and Behavior ,2010,14,    ,['citation-journal']," Gill CJ, Sabin LL, Hamer DH, Keyi X, Jianbo Z, Li T, et al. Importance of dose timing to achieving undetectable viral loads.  AIDS and Behavior 2010;14(4):785-93. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s10461-009-9555-9', 'https://www.ncbi.nlm.nih.gov/pubmed/19353263', 'https://scholar.google.com/scholar_lookup?title=Importance+of+dose+timing+to+achieving+undetectable+viral+loads&author=CJ+Gill&author=LL+Sabin&author=DH+Hamer&author=X+Keyi&author=Z+Jianbo&author=T+Li&publication_year=2010&hl=en']",19353263,https://doi.org/10.1007/s10461-009-9555-9, Gill 2010 {published data only}  ,included,CD013080-bbs2-0017,,19353263,19353263,42.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3857692,,19353263
CD013080-bib-0018,"Haberer JE, Cook A, Walker AS, Ngambi M, Ferrier A, Mulenga V, et al. ","Excellent adherence to antiretrovirals in HIV+ Zambian children is compromised by disrupted routine, HIV nondisclosure, and paradoxical income effects", PLOS One ,2011,6,    ,['citation-journal']," Haberer JE, Cook A, Walker AS, Ngambi M, Ferrier A, Mulenga V, et al. Excellent adherence to antiretrovirals in HIV+ Zambian children is compromised by disrupted routine, HIV nondisclosure, and paradoxical income effects.  PLOS One 2011;6(4):e18505. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1371/journal.pone.0018505', 'https://www.ncbi.nlm.nih.gov/pubmed/21533031', 'https://scholar.google.com/scholar_lookup?title=Excellent+adherence+to+antiretrovirals+in+HIV++Zambian+children+is+compromised+by+disrupted+routine,+HIV+nondisclosure,+and+paradoxical+income+effects+&author=JE+Haberer&author=A+Cook&author=AS+Walker&author=M+Ngambi&author=A+Ferrier&author=V+Mulenga&publication_year=2011&hl=en']",21533031,https://doi.org/10.1371/journal.pone.0018505, Haberer 2011 {published data only}  ,included,CD013080-bbs2-0018,,21533031,21533031,131.0,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0018505&type=printable,,21533031
CD013080-bib-0019,"Hassan AS, Nabwera HM, Mwaringa SM, Obonyo CA, Sanders EJ, De Wit TFR, et al. ",HIV-1 virologic failure and acquired drug resistance among first-line antiretroviral experienced adults at a rural HIV clinic in coastal Kenya: a cross-sectional study, AIDS Research and Therapy ,2014,11,    ,['citation-journal']," Hassan AS, Nabwera HM, Mwaringa SM, Obonyo CA, Sanders EJ, De Wit TFR, et al. HIV-1 virologic failure and acquired drug resistance among first-line antiretroviral experienced adults at a rural HIV clinic in coastal Kenya: a cross-sectional study.  AIDS Research and Therapy 2014;11(1):9. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1186/1742-6405-11-9', 'https://www.ncbi.nlm.nih.gov/pubmed/24456757', 'https://scholar.google.com/scholar_lookup?title=HIV-1+virologic+failure+and+acquired+drug+resistance+among+first-line+antiretroviral+experienced+adults+at+a+rural+HIV+clinic+in+coastal+Kenya:+a+cross-sectional+study+&author=AS+Hassan&author=HM+Nabwera&author=SM+Mwaringa&author=CA+Obonyo&author=EJ+Sanders&author=TFR+DeWit&publication_year=2014&hl=en']",24456757,https://doi.org/10.1186/1742-6405-11-9, Hassan 2014 {published data only}  ,included,CD013080-bbs2-0019,,,24456757,95.0,https://aidsrestherapy.biomedcentral.com/counter/pdf/10.1186/1742-6405-11-9,,24456757
CD013080-bib-0020,"Jayaweera DT, Scerpella E, Robinson M, Rode R, Campo R, Rodriguez A, et al. ",The safety and efficacy of indinavir and ritonavir (400/400 mg BID) in HIV-1-infected individuals from an inner-city minority population: a pilot study, International Journal of STD & AIDS ,2003,14,    ,['citation-journal']," Jayaweera DT, Scerpella E, Robinson M, Rode R, Campo R, Rodriguez A, et al. The safety and efficacy of indinavir and ritonavir (400/400 mg BID) in HIV-1-infected individuals from an inner-city minority population: a pilot study.  International Journal of STD & AIDS 2003;14(11):732-6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1258/09564620360719750', 'https://www.ncbi.nlm.nih.gov/pubmed/14624734', 'https://scholar.google.com/scholar_lookup?title=The+safety+and+efficacy+of+indinavir+and+ritonavir+(400/400+mg+BID)+in+HIV-1-infected+individuals+from+an+inner-city+minority+population:+a+pilot+study+&author=DT+Jayaweera&author=E+Scerpella&author=M+Robinson&author=R+Rode&author=R+Campo&author=A+Rodriguez&publication_year=2003&hl=en']",14624734,https://doi.org/10.1258/09564620360719750, Jayaweera 2003 {published data only}  ,included,CD013080-bbs2-0020,,14624734,14624734,4.0,,,14624734
CD013080-bib-0021,"Jiamsakul A, Sungkanuparph S, Law M, Kantor R, Praparattanapan J, Li PC, et al. ",HIV multi-drug resistance at first-line antiretroviral failure and subsequent virological response in Asia, Journal of the International AIDS Society ,2014,17,    ,['citation-journal']," Jiamsakul A, Sungkanuparph S, Law M, Kantor R, Praparattanapan J, Li PC, et al. HIV multi-drug resistance at first-line antiretroviral failure and subsequent virological response in Asia.  Journal of the International AIDS Society 2014;17:19053. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.7448/IAS.17.1.19053', 'https://www.ncbi.nlm.nih.gov/pubmed/25141905', 'https://scholar.google.com/scholar_lookup?title=HIV+multi-drug+resistance+at+first-line+antiretroviral+failure+and+subsequent+virological+response+in+Asia+&author=A+Jiamsakul&author=S+Sungkanuparph&author=M+Law&author=R+Kantor&author=J+Praparattanapan&author=PC+Li&publication_year=2014&hl=en']",25141905,https://doi.org/10.7448/IAS.17.1.19053, Jiamsakul 2014 {published data only}  ,included,CD013080-bbs2-0021,,25141905,25141905,18.0,https://europepmc.org/articles/pmc4139921?pdf=render,,25141905
CD013080-bib-0022,"Kitkungvan D, Apisarnthanarak A, Laowansiri P, Mundy LM. ",Secure antiretroviral therapy delivery in a resource-limited setting: streamlined to minimize drug resistance and expense, HIV Medicine ,2008,9,    ,['citation-journal']," Kitkungvan D, Apisarnthanarak A, Laowansiri P, Mundy LM. Secure antiretroviral therapy delivery in a resource-limited setting: streamlined to minimize drug resistance and expense.  HIV Medicine 2008;9(8):636-41. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1111/j.1468-1293.2008.00611.x', 'https://www.ncbi.nlm.nih.gov/pubmed/18643857', 'https://scholar.google.com/scholar_lookup?title=Secure+antiretroviral+therapy+delivery+in+a+resource-limited+setting:+streamlined+to+minimize+drug+resistance+and+expense+&author=D+Kitkungvan&author=A+Apisarnthanarak&author=P+Laowansiri&author=LM+Mundy&publication_year=2008&hl=en']",18643857,https://doi.org/10.1111/j.1468-1293.2008.00611.x, Kitkungvan 2008 {published data only}  ,included,CD013080-bbs2-0022,,,18643857,9.0,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1468-1293.2008.00611.x,,18643857
CD013080-bib-0023,"Labhardt ND, Lejone T, Setoko M, Poka M, Ehmer J, Pfeiffer K, et al. ",A clinical prediction score in addition to WHO criteria for anti-retroviral treatment failure in resource-limited settings - experience from Lesotho, PLOS One ,2012,7,    ,['citation-journal']," Labhardt ND, Lejone T, Setoko M, Poka M, Ehmer J, Pfeiffer K, et al. A clinical prediction score in addition to WHO criteria for anti-retroviral treatment failure in resource-limited settings - experience from Lesotho.  PLOS One 2012;7(10):e47937. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1371/journal.pone.0047937', 'https://www.ncbi.nlm.nih.gov/pubmed/23118910', 'https://scholar.google.com/scholar_lookup?title=A+clinical+prediction+score+in+addition+to+WHO+criteria+for+anti-retroviral+treatment+failure+in+resource-limited+settings+-+experience+from+Lesotho+&author=ND+Labhardt&author=T+Lejone&author=M+Setoko&author=M+Poka&author=J+Ehmer&author=K+Pfeiffer&publication_year=2012&hl=en']",23118910,https://doi.org/10.1371/journal.pone.0047937, Labhardt 2012 {published data only}  ,included,CD013080-bbs2-0023,,23118910,23118910,20.0,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0047937&type=printable,,23118910
