reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD012199-bib-0011,"Clasen T, Boisson S, Routray P, Torondel B, Bell M, Cumming O, et al. ","Effectiveness of a rural sanitation programme on diarrhoea, soil-transmitted helminth infection, and child malnutrition in Odisha, India: a cluster-randomised trial", Lancet Global Health ,2014,2,    ,['citation-journal']," Clasen T, Boisson S, Routray P, Torondel B, Bell M, Cumming O, et al. Effectiveness of a rural sanitation programme on diarrhoea, soil-transmitted helminth infection, and child malnutrition in Odisha, India: a cluster-randomised trial.  Lancet Global Health 2014;2(11):e645-53. CENTRAL [DOI: 10.1016/s2214-109x(14)70307-9]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S2214-109X(14)70307-9', 'https://www.ncbi.nlm.nih.gov/pubmed/25442689', 'https://scholar.google.com/scholar_lookup?title=Effectiveness+of+a+rural+sanitation+programme+on+diarrhoea,+soil-transmitted+helminth+infection,+and+child+malnutrition+in+Odisha,+India:+a+cluster-randomised+trial+&author=T+Clasen&author=S+Boisson&author=P+Routray&author=B+Torondel&author=M+Bell&author=O+Cumming&publication_year=2014&hl=en']",25442689,https://doi.org/10.1016/S2214-109X(14)70307-9, Clasen 2014 {published data only}  ,included,CD012199-bbs2-0007,,,25442689,25442689,494,https://doi.org/10.1016/s2214-109x(14)70307-9,,25442689
CD012199-bib-0012,"Clasen T, Boisson S, Routray P, Torondel B, Jenkins M, Freeman M, et al. ","The effectiveness of a rural sanitation intervention on health and Orissa, India: a cluster randomized, controlled trial", American Journal of Tropical Medicine and Hygiene ,2014,91,    ,['citation-journal']," Clasen T, Boisson S, Routray P, Torondel B, Jenkins M, Freeman M, et al. The effectiveness of a rural sanitation intervention on health and Orissa, India: a cluster randomized, controlled trial.  American Journal of Tropical Medicine and Hygiene 2014;91(5 Suppl 1):215. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=The+effectiveness+of+a+rural+sanitation+intervention+on+health+and+Orissa,+India:+a+cluster+randomized,+controlled+trial+&author=T+Clasen&author=S+Boisson&author=P+Routray&author=B+Torondel&author=M+Jenkins&author=M+Freeman&publication_year=2014&hl=en']",,, Clasen 2014 {published data only}  ,included,CD012199-bbs2-0007,,,,,,,,
CD012199-bib-0013,"Duijster D, Monse B, Dimaisip-Nabuab J, Djuharnoko P, Heinrich-Weltzien R, Hobdell M, et al. ","'Fit for school' - a school-based water, sanitation and hygiene programme to improve child health: results from a longitudinal study in Cambodia, Indonesia and Lao PDR", BMC Public Health ,2017,17,    ,['citation-journal']," Duijster D, Monse B, Dimaisip-Nabuab J, Djuharnoko P, Heinrich-Weltzien R, Hobdell M, et al. 'Fit for school' - a school-based water, sanitation and hygiene programme to improve child health: results from a longitudinal study in Cambodia, Indonesia and Lao PDR.  BMC Public Health 2017;17(1):302. CENTRAL [DOI: 10.1186/s12889-017-4203-1]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1186/s12889-017-4203-1', 'https://www.ncbi.nlm.nih.gov/pubmed/28381246', ""https://scholar.google.com/scholar_lookup?title='Fit+for+school'+-+a+school-based+water,+sanitation+and+hygiene+programme+to+improve+child+health:+results+from+a+longitudinal+study+in+Cambodia,+Indonesia+and+Lao+PDR+&author=D+Duijster&author=B+Monse&author=J+Dimaisip-Nabuab&author=P+Djuharnoko&author=R+Heinrich-Weltzien&author=M+Hobdell&publication_year=2017&hl=en""]",28381246,https://doi.org/10.1186/s12889-017-4203-1, Duijster 2017 {published data only}  ,included,CD012199-bbs2-0008,,,,28381246,78,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-017-4203-1,,28381246
CD012199-bib-0014,"Dumba R, Kaddu JB, Wabwire-Mangen F. ","Design and implementation of participatory hygiene and sanitation transformation (PHAST) as a strategy to control soil-transmitted helminth infections in Luweero, Uganda", African Health Sciences ,2013,13,    ,['citation-journal']," Dumba R, Kaddu JB, Wabwire-Mangen F. Design and implementation of participatory hygiene and sanitation transformation (PHAST) as a strategy to control soil-transmitted helminth infections in Luweero, Uganda.  African Health Sciences 2013;13(2):512-7. CENTRAL [DOI: 10.4314/ahs.v13i2.44]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.4314/ahs.v13i2.44', 'https://www.ncbi.nlm.nih.gov/pubmed/24235957', 'https://scholar.google.com/scholar_lookup?title=Design+and+implementation+of+participatory+hygiene+and+sanitation+transformation+(PHAST)+as+a+strategy+to+control+soil-transmitted+helminth+infections+in+Luweero,+Uganda+&author=R+Dumba&author=JB+Kaddu&author=F+Wabwire-Mangen&publication_year=2013&hl=en']",24235957,https://doi.org/10.4314/ahs.v13i2.44, Dumba 2013 {published data only}  ,included,CD012199-bbs2-0009,,24235957,24235957,24235957,20,https://www.ajol.info/index.php/ahs/article/download/93592/83017,,24235957
CD012199-bib-0015,"Benjamin-Chung J, Amin N, Ercumen A, Arnold BF, Hubbard A, Unicomb L, et al. ","Spillover effects of a combined water, sanitation and handwashing intervention in rural Bangladesh: a randomized controlled trial", American Journal of Tropical Medicine and Hygiene ,2017,97,    ,['citation-journal']," Benjamin-Chung J, Amin N, Ercumen A, Arnold BF, Hubbard A, Unicomb L, et al. Spillover effects of a combined water, sanitation and handwashing intervention in rural Bangladesh: a randomized controlled trial.  American Journal of Tropical Medicine and Hygiene 2017;97(5 Suppl 1):213. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/28719326', 'https://scholar.google.com/scholar_lookup?title=Spillover+effects+of+a+combined+water,+sanitation+and+handwashing+intervention+in+rural+Bangladesh:+a+randomized+controlled+trial+&author=J+Benjamin-Chung&author=N+Amin&author=A+Ercumen&author=BF+Arnold&author=A+Hubbard&author=L+Unicomb&publication_year=2017&hl=en']",28719326,, Ercumen 2019 {published data only}  ,included,CD012199-bbs2-0010,,,,,,,,28719326
CD012199-bib-0016,"Ercumen A, Benjamin-Chung J, Arnold BF, Lin A, Hubbard AE, Stewart C, et al. ","Effects of water, sanitation, handwashing and nutritional interventions on soil-transmitted helminth infections in young children: a cluster-randomized controlled trial in rural Bangladesh", PLOS Neglected Tropical Diseases ,2019,13,    ,['citation-journal']," Ercumen A, Benjamin-Chung J, Arnold BF, Lin A, Hubbard AE, Stewart C, et al. Effects of water, sanitation, handwashing and nutritional interventions on soil-transmitted helminth infections in young children: a cluster-randomized controlled trial in rural Bangladesh.  PLOS Neglected Tropical Diseases 2019;13(5):e0007323. CENTRAL [DOI: 10.1371/journal.pntd.0007323]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1371/journal.pntd.0007323', 'https://www.ncbi.nlm.nih.gov/pubmed/31050672', 'https://scholar.google.com/scholar_lookup?title=Effects+of+water,+sanitation,+handwashing+and+nutritional+interventions+on+soil-transmitted+helminth+infections+in+young+children:+a+cluster-randomized+controlled+trial+in+rural+Bangladesh+&author=A+Ercumen&author=J+Benjamin-Chung&author=BF+Arnold&author=A+Lin&author=AE+Hubbard&author=C+Stewart&publication_year=2019&hl=en']",31050672,https://doi.org/10.1371/journal.pntd.0007323, Ercumen 2019 {published data only}  ,included,CD012199-bbs2-0010,,,,,,,,31050672
CD012199-bib-0017,"Erismann S, Diagbouga S, Schindler C, Odermatt P, Knoblauch AM, Gerold J, et al. ","School children's intestinal parasite and nutritional status one year after complementary school garden, nutrition, water, sanitation, and hygiene interventions in Burkina Faso", American Journal of Tropical Medicine and Hygiene ,2017,97,    ,['citation-journal']," Erismann S, Diagbouga S, Schindler C, Odermatt P, Knoblauch AM, Gerold J, et al. School children's intestinal parasite and nutritional status one year after complementary school garden, nutrition, water, sanitation, and hygiene interventions in Burkina Faso.  American Journal of Tropical Medicine and Hygiene 2017;97(3):904-13. CENTRAL [DOI: 10.4269/ajtmh.16-0964]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.4269/ajtmh.16-0964', 'https://www.ncbi.nlm.nih.gov/pubmed/28722585', ""https://scholar.google.com/scholar_lookup?title=School+children's+intestinal+parasite+and+nutritional+status+one+year+after+complementary+school+garden,+nutrition,+water,+sanitation,+and+hygiene+interventions+in+Burkina+Faso+&author=S+Erismann&author=S+Diagbouga&author=C+Schindler&author=P+Odermatt&author=AM+Knoblauch&author=J+Gerold&publication_year=2017&hl=en""]",28722585,https://doi.org/10.4269/ajtmh.16-0964, Erismann 2017 {published data only}  ,included,CD012199-bbs2-0011,,,,28722585,34,http://www.ajtmh.org/deliver/fulltext/14761645/97/3/tpmd160964.pdf?itemId=%2Fcontent%2Fjournals%2F10.4269%2Fajtmh.16-0964&mimeType=pdf&containerItemId=content/journals/14761645,,28722585
CD012199-bib-0018,"Freeman MC, Clasen T, Brooker SJ, Akoko DO, Rheingans R. ","The impact of a school-based hygiene, water quality and sanitation intervention on soil-transmitted helminth reinfection: a cluster-randomized trial", American Journal of Tropical Medicine and Hygiene ,2013,89,    ,['citation-journal']," Freeman MC, Clasen T, Brooker SJ, Akoko DO, Rheingans R. The impact of a school-based hygiene, water quality and sanitation intervention on soil-transmitted helminth reinfection: a cluster-randomized trial.  American Journal of Tropical Medicine and Hygiene 2013;89(5):875-83. CENTRAL [DOI: 10.4269/ajtmh.13-0237]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.4269/ajtmh.13-0237', 'https://www.ncbi.nlm.nih.gov/pubmed/24019429', 'https://scholar.google.com/scholar_lookup?title=The+impact+of+a+school-based+hygiene,+water+quality+and+sanitation+intervention+on+soil-transmitted+helminth+reinfection:+a+cluster-randomized+trial+&author=MC+Freeman&author=T+Clasen&author=SJ+Brooker&author=DO+Akoko&author=R+Rheingans&publication_year=2013&hl=en']",24019429,https://doi.org/10.4269/ajtmh.13-0237, Freeman 2013a {published data only}  ,included,CD012199-bbs2-0012,,24019429,24019429,24019429,132,http://www.ajtmh.org/deliver/fulltext/14761645/89/5/875.pdf?itemId=%2Fcontent%2Fjournals%2F10.4269%2Fajtmh.13-0237&mimeType=pdf&containerItemId=content/journals/14761645,,24019429
CD012199-bib-0019,"Gray DJ, Kurscheid JM, Park MJ, Laksono B, Wang D, Clements ACA, et al. ","Impact of the “BALatrine” intervention on soil-transmitted helminth infections in Central Java, Indonesia: a pilot study", Tropical Medicine and Infectious Disease ,2019,4,    ,['citation-journal']," Gray DJ, Kurscheid JM, Park MJ, Laksono B, Wang D, Clements ACA, et al. Impact of the “BALatrine” intervention on soil-transmitted helminth infections in Central Java, Indonesia: a pilot study.  Tropical Medicine and Infectious Disease 2019;4(141):1-10. CENTRAL [DOI: 10.3390/tropicalmed4040141]    Link to article     Google Scholar     ","['', 'https://doi.org/10.3390/tropicalmed4040141', 'https://scholar.google.com/scholar_lookup?title=Impact+of+the+“BALatrine”+intervention+on+soil-transmitted+helminth+infections+in+Central+Java,+Indonesia:+a+pilot+study+&author=DJ+Gray&author=JM+Kurscheid&author=MJ+Park&author=B+Laksono&author=D+Wang&author=ACA+Clements&publication_year=2019&hl=en']",,https://doi.org/10.3390/tropicalmed4040141, Gray 2019 {published data only}  ,included,CD012199-bbs2-0013,,,31817651,31817651,10,https://www.mdpi.com/2414-6366/4/4/141/pdf?version=1575626097,,31817651
CD012199-bib-0020,"Gungoren B, Latipov R, Regallet G, Musabaev E. ",Effect of hygiene promotion on the risk of reinfection rate of intestinal parasites in children in rural Uzbekistan, Transactions of the Royal Society of Tropical Medicine and Hygiene ,2007,101,    ,['citation-journal']," Gungoren B, Latipov R, Regallet G, Musabaev E. Effect of hygiene promotion on the risk of reinfection rate of intestinal parasites in children in rural Uzbekistan.  Transactions of the Royal Society of Tropical Medicine and Hygiene 2007;101(6):564-9. CENTRAL [DOI: 10.1016/j.trstmh.2007.02.011]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.trstmh.2007.02.011', 'https://www.ncbi.nlm.nih.gov/pubmed/17418321', 'https://scholar.google.com/scholar_lookup?title=Effect+of+hygiene+promotion+on+the+risk+of+reinfection+rate+of+intestinal+parasites+in+children+in+rural+Uzbekistan+&author=B+Gungoren&author=R+Latipov&author=G+Regallet&author=E+Musabaev&publication_year=2007&hl=en']",17418321,https://doi.org/10.1016/j.trstmh.2007.02.011, Gungoren 2007 {published data only}  ,included,CD012199-bbs2-0014,,17418321,17418321,17418321,57,,,17418321
CD012199-bib-0021,"Gyorkos TW, Maheu-Giroux M, Blouin B, Casapia M. ",Impact of health education on soil-transmitted helminth infections in schoolchildren of the Peruvian Amazon: a cluster-randomized controlled trial, PLOS Neglected Tropical Diseases ,2013,7,    ,['citation-journal']," Gyorkos TW, Maheu-Giroux M, Blouin B, Casapia M. Impact of health education on soil-transmitted helminth infections in schoolchildren of the Peruvian Amazon: a cluster-randomized controlled trial.  PLOS Neglected Tropical Diseases 2013;7(9):e2397. CENTRAL [DOI: 10.1371/journal.pntd.0002397]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1371/journal.pntd.0002397', 'https://www.ncbi.nlm.nih.gov/pubmed/24069469', 'https://scholar.google.com/scholar_lookup?title=Impact+of+health+education+on+soil-transmitted+helminth+infections+in+schoolchildren+of+the+Peruvian+Amazon:+a+cluster-randomized+controlled+trial+&author=TW+Gyorkos&author=M+Maheu-Giroux&author=B+Blouin&author=M+Casapia&publication_year=2013&hl=en']",24069469,https://doi.org/10.1371/journal.pntd.0002397, Gyorkos 2013 {published data only}  ,included,CD012199-bbs2-0015,,24069469,24069469,24069469,138,https://journals.plos.org/plosntds/article/file?id=10.1371/journal.pntd.0002397&type=printable,,24069469
CD012199-bib-0022,"Gyorkos TW, Maheu-Giroux M, Blouin B, Casapia M. ",The impact of a health education intervention on soil transmitted helminth infections in grade 5 schoolchildren of the Peruvian Amazon: a cluster-randomized controlled trial, Tropical Medicine & International Health ,2013,18,    ,['citation-journal']," Gyorkos TW, Maheu-Giroux M, Blouin B, Casapia M. The impact of a health education intervention on soil transmitted helminth infections in grade 5 schoolchildren of the Peruvian Amazon: a cluster-randomized controlled trial.  Tropical Medicine & International Health 2013;18:61. CENTRAL [DOI: 10.1111/tmi.12162]    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=The+impact+of+a+health+education+intervention+on+soil+transmitted+helminth+infections+in+grade+5+schoolchildren+of+the+Peruvian+Amazon:+a+cluster-randomized+controlled+trial+&author=TW+Gyorkos&author=M+Maheu-Giroux&author=B+Blouin&author=M+Casapia&publication_year=2013&hl=en']",,, Gyorkos 2013 {published data only}  ,included,CD012199-bbs2-0015,,24069469,,,,,,24069469
CD012199-bib-0023,"Hadidjaja P, Bonang E, Suyardi MA, Abidin SA, Ismid IS, Margono SS. ",The effect of intervention methods on nutritional status and cognitive function of primary school children infected with Ascaris lumbricoides, American Journal of Tropical Medicine and Hygiene ,1998,59,    ,['citation-journal']," Hadidjaja P, Bonang E, Suyardi MA, Abidin SA, Ismid IS, Margono SS. The effect of intervention methods on nutritional status and cognitive function of primary school children infected with Ascaris lumbricoides.  American Journal of Tropical Medicine and Hygiene 1998;59(5):791-5. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.4269/ajtmh.1998.59.791', 'https://www.ncbi.nlm.nih.gov/pubmed/9840600', 'https://scholar.google.com/scholar_lookup?title=The+effect+of+intervention+methods+on+nutritional+status+and+cognitive+function+of+primary+school+children+infected+with+Ascaris+lumbricoides+&author=P+Hadidjaja&author=E+Bonang&author=MA+Suyardi&author=SA+Abidin&author=IS+Ismid&author=SS+Margono&publication_year=1998&hl=en']",9840600,https://doi.org/10.4269/ajtmh.1998.59.791, Hadidjaja 1998 {published data only}  ,included,CD012199-bbs2-0016,,9840600,9840600,9840600,116,http://www.ajtmh.org/deliver/fulltext/14761645/59/5/9840600.pdf?itemId=/content/journals/10.4269/ajtmh.1998.59.791&mimeType=pdf&containerItemId=content/journals/14761645,,9840600
