Outcome or subgroup title,No. of studies,No. of participants,Statistical method,Effect size,comparison_name,comparison_id,effect_size,lower_ci,upper_ci,outcome_id,subgroup_id,outcome_name,subgroup_name
1.6.4 2 kHz,3,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Intratympanic compared to systemic corticosteroids as primary therapy,1,,,,1,6,,2 kHz
1.6.5 3 kHz,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Intratympanic compared to systemic corticosteroids as primary therapy,1,,,,1,6,,3 kHz
1.6.6 4 kHz,3,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Intratympanic compared to systemic corticosteroids as primary therapy,1,,,,1,6,,4 kHz
1.6.7 8 kHz,2,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Intratympanic compared to systemic corticosteroids as primary therapy,1,,,,1,6,,8 kHz
1.6.8 Frequency range: low,3,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Intratympanic compared to systemic corticosteroids as primary therapy,1,,,,1,6,,Frequency range: low
1.6.9 Frequency range: mid,3,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Intratympanic compared to systemic corticosteroids as primary therapy,1,,,,1,6,,Frequency range: mid
1.6.10 Frequency range: high,2,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Intratympanic compared to systemic corticosteroids as primary therapy,1,,,,1,6,,Frequency range: high
1.7 Adverse events Show forest plot,2,,"Risk Ratio (M‐H, Fixed, 95% CI)",Subtotals only,Intratympanic compared to systemic corticosteroids as primary therapy,1,,,,1,7,,Adverse events Show forest plot
1.7.1 Ear pain,2,289,"Risk Ratio (M‐H, Fixed, 95% CI)","15.68 [6.22, 39.49]",Intratympanic compared to systemic corticosteroids as primary therapy,1,15.68,6.22,39.49,1,7,,Ear pain
1.7.2 Otitis media,1,250,"Risk Ratio (M‐H, Fixed, 95% CI)","3.28 [0.70, 15.49]",Intratympanic compared to systemic corticosteroids as primary therapy,1,3.28,0.7,15.49,1,7,,Otitis media
1.7.3 Vertigo/dizziness,1,250,"Risk Ratio (M‐H, Fixed, 95% CI)","2.53 [1.41, 4.54]",Intratympanic compared to systemic corticosteroids as primary therapy,1,2.53,1.41,4.54,1,7,,Vertigo/dizziness
1.7.4 Blood glucose problems,2,289,"Risk Ratio (M‐H, Fixed, 95% CI)","0.54 [0.35, 0.85]",Intratympanic compared to systemic corticosteroids as primary therapy,1,0.54,0.35,0.85,1,7,,Blood glucose problems
1.7.5 Mood change,2,289,"Risk Ratio (M‐H, Fixed, 95% CI)","0.22 [0.13, 0.37]",Intratympanic compared to systemic corticosteroids as primary therapy,1,0.22,0.13,0.37,1,7,,Mood change
1.7.6 Sleep change,2,289,"Risk Ratio (M‐H, Fixed, 95% CI)","0.19 [0.10, 0.36]",Intratympanic compared to systemic corticosteroids as primary therapy,1,0.19,0.1,0.36,1,7,,Sleep change
1.7.7 Appetite change,2,289,"Risk Ratio (M‐H, Fixed, 95% CI)","0.20 [0.09, 0.44]",Intratympanic compared to systemic corticosteroids as primary therapy,1,0.2,0.09,0.44,1,7,,Appetite change
1.7.8 Weight change,2,289,"Risk Ratio (M‐H, Fixed, 95% CI)","0.28 [0.13, 0.61]",Intratympanic compared to systemic corticosteroids as primary therapy,1,0.28,0.13,0.61,1,7,,Weight change
1.7.9 Dry mouth,2,289,"Risk Ratio (M‐H, Fixed, 95% CI)","0.15 [0.06, 0.35]",Intratympanic compared to systemic corticosteroids as primary therapy,1,0.15,0.06,0.35,1,7,,Dry mouth
1.7.10 Any adverse event,1,250,"Risk Ratio (M‐H, Fixed, 95% CI)","1.03 [0.94, 1.12]",Intratympanic compared to systemic corticosteroids as primary therapy,1,1.03,0.94,1.12,1,7,,Any adverse event
1.7.11 Serious adverse event,1,250,"Risk Ratio (M‐H, Fixed, 95% CI)","1.13 [0.35, 3.59]",Intratympanic compared to systemic corticosteroids as primary therapy,1,1.13,0.35,3.59,1,7,,Serious adverse event
2.1 Mean change in pure tone average (PTA) Show forest plot,6,435,"Mean Difference (IV, Fixed, 95% CI)","‐8.55 [‐12.48, ‐4.61]",Combined compared to systemic corticosteroids as primary therapy,2,-8.55,-12.48,-4.61,2,1,,Mean change in pure tone average (PTA) Show forest plot
2.2 Proportion improved Show forest plot,10,788,"Risk Ratio (M‐H, Fixed, 95% CI)","1.27 [1.15, 1.41]",Combined compared to systemic corticosteroids as primary therapy,2,1.27,1.15,1.41,2,2,,Proportion improved Show forest plot
2.3 Final PTA Show forest plot,3,194,"Mean Difference (IV, Fixed, 95% CI)","‐9.11 [‐16.56, ‐1.67]",Combined compared to systemic corticosteroids as primary therapy,2,-9.11,-16.56,-1.67,2,3,,Final PTA Show forest plot
2.4 Change in hearing threshold with speech audiometry Show forest plot,1,98,"Mean Difference (IV, Fixed, 95% CI)","‐7.59 [‐20.22, 5.04]",Combined compared to systemic corticosteroids as primary therapy,2,-7.59,-20.22,5.04,2,4,,Change in hearing threshold with speech audiometry Show forest plot
2.5 Speech audiometry: additional outcomes Show forest plot,3,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Combined compared to systemic corticosteroids as primary therapy,2,,,,2,5,,Speech audiometry: additional outcomes Show forest plot
2.5.1 Speech discrimination score: change from baseline,2,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Combined compared to systemic corticosteroids as primary therapy,2,,,,2,5,,Speech discrimination score: change from baseline
2.5.2 Speech discrimination score: endpoint,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Combined compared to systemic corticosteroids as primary therapy,2,,,,2,5,,Speech discrimination score: endpoint
2.6 Frequency‐specific changes with PTA Show forest plot,4,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Combined compared to systemic corticosteroids as primary therapy,2,,,,2,6,,Frequency‐specific changes with PTA Show forest plot
2.6.1 0.25 kHz,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Combined compared to systemic corticosteroids as primary therapy,2,,,,2,6,,0.25 kHz
2.6.2 0.5 kHz,2,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Combined compared to systemic corticosteroids as primary therapy,2,,,,2,6,,0.5 kHz
2.6.3 1 kHz,2,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Combined compared to systemic corticosteroids as primary therapy,2,,,,2,6,,1 kHz
2.6.4 2 kHz,2,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Combined compared to systemic corticosteroids as primary therapy,2,,,,2,6,,2 kHz
2.6.5 3 kHz,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Combined compared to systemic corticosteroids as primary therapy,2,,,,2,6,,3 kHz
2.6.6 4 kHz,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Combined compared to systemic corticosteroids as primary therapy,2,,,,2,6,,4 kHz
2.6.7 8 kHz,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Combined compared to systemic corticosteroids as primary therapy,2,,,,2,6,,8 kHz
2.6.8 Frequency range: low,2,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Combined compared to systemic corticosteroids as primary therapy,2,,,,2,6,,Frequency range: low
2.6.9 Frequency range: mid,2,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Combined compared to systemic corticosteroids as primary therapy,2,,,,2,6,,Frequency range: mid
2.6.10 Frequency range: high,2,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Combined compared to systemic corticosteroids as primary therapy,2,,,,2,6,,Frequency range: high
3.1 Mean change in PTA Show forest plot,7,280,"Mean Difference (IV, Fixed, 95% CI)","‐9.07 [‐11.47, ‐6.66]",Intratympanic corticosteroids compared to no treatment/placebo as secondary therapy,3,-9.07,-11.47,-6.66,3,1,,Mean change in PTA Show forest plot
3.2 Proportion improved Show forest plot,6,232,"Risk Ratio (M‐H, Fixed, 95% CI)","5.55 [2.89, 10.68]",Intratympanic corticosteroids compared to no treatment/placebo as secondary therapy,3,5.55,2.89,10.68,3,2,,Proportion improved Show forest plot
3.3 Final PTA Show forest plot,5,203,"Mean Difference (IV, Fixed, 95% CI)","‐11.09 [‐17.46, ‐4.72]",Intratympanic corticosteroids compared to no treatment/placebo as secondary therapy,3,-11.09,-17.46,-4.72,3,3,,Final PTA Show forest plot
3.4 Change in hearing threshold with speech audiometry Show forest plot,1,21,"Mean Difference (IV, Fixed, 95% CI)","‐12.80 [‐30.17, 4.57]",Intratympanic corticosteroids compared to no treatment/placebo as secondary therapy,3,-12.8,-30.17,4.57,3,4,,Change in hearing threshold with speech audiometry Show forest plot
3.5 Speech audiometry: additional outcomes Show forest plot,1,21,"Mean Difference (IV, Fixed, 95% CI)","19.90 [0.41, 39.39]",Intratympanic corticosteroids compared to no treatment/placebo as secondary therapy,3,19.9,0.41,39.39,3,5,,Speech audiometry: additional outcomes Show forest plot
3.5.1 Maximum speech discrimination: change from baseline,1,21,"Mean Difference (IV, Fixed, 95% CI)","19.90 [0.41, 39.39]",Intratympanic corticosteroids compared to no treatment/placebo as secondary therapy,3,19.9,0.41,39.39,3,5,,Maximum speech discrimination: change from baseline
3.6 Frequency‐specific changes with PTA Show forest plot,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Intratympanic corticosteroids compared to no treatment/placebo as secondary therapy,3,,,,3,6,,Frequency‐specific changes with PTA Show forest plot
3.6.1 0.25 kHz,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Intratympanic corticosteroids compared to no treatment/placebo as secondary therapy,3,,,,3,6,,0.25 kHz
3.6.2 0.5 kHz,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Intratympanic corticosteroids compared to no treatment/placebo as secondary therapy,3,,,,3,6,,0.5 kHz
3.6.3 1 kHz,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Intratympanic corticosteroids compared to no treatment/placebo as secondary therapy,3,,,,3,6,,1 kHz
3.6.4 2 kHz,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Intratympanic corticosteroids compared to no treatment/placebo as secondary therapy,3,,,,3,6,,2 kHz
3.6.5 3 kHz,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Intratympanic corticosteroids compared to no treatment/placebo as secondary therapy,3,,,,3,6,,3 kHz
3.6.6 4 kHz,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Intratympanic corticosteroids compared to no treatment/placebo as secondary therapy,3,,,,3,6,,4 kHz
3.6.7 6 kHz,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Intratympanic corticosteroids compared to no treatment/placebo as secondary therapy,3,,,,3,6,,6 kHz
3.6.8 8 kHz,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Intratympanic corticosteroids compared to no treatment/placebo as secondary therapy,3,,,,3,6,,8 kHz
4.1 Proportion improved Show forest plot,1,76,"Risk Ratio (M‐H, Fixed, 95% CI)","2.24 [1.10, 4.55]",Combined compared to systemic corticosteroids as secondary treatment,4,2.24,1.1,4.55,4,1,,Proportion improved Show forest plot
4.2 Speech audiometry: additional outcomes Show forest plot,1,,"Risk Ratio (M‐H, Fixed, 95% CI)",Subtotals only,Combined compared to systemic corticosteroids as secondary treatment,4,,,,4,2,,Speech audiometry: additional outcomes Show forest plot
4.2.1 Improvement in speech discrimination score,1,76,"Risk Ratio (M‐H, Fixed, 95% CI)","2.41 [1.12, 5.18]",Combined compared to systemic corticosteroids as secondary treatment,4,2.41,1.12,5.18,4,2,,Improvement in speech discrimination score
