reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD013274-bib-0011,"Durey A, McEvoy S, Swift-Otero V, Taylor K, Katzenellenbogen J, Bessarab D. ",Improving healthcare for Aboriginal Australians through effective engagement between community and health services, BMC Health Services Research ,2016,16,    ,['citation-journal']," Durey A, McEvoy S, Swift-Otero V, Taylor K, Katzenellenbogen J, Bessarab D. Improving healthcare for Aboriginal Australians through effective engagement between community and health services.  BMC Health Services Research 2016;16:224. CENTRAL [DOI: 10.1186/s12913-016-1497-0]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1186/s12913-016-1497-0', 'https://www.ncbi.nlm.nih.gov/pubmed/27388224', 'https://scholar.google.com/scholar_lookup?title=Improving+healthcare+for+Aboriginal+Australians+through+effective+engagement+between+community+and+health+services+&author=A+Durey&author=S+McEvoy&author=V+Swift-Otero&author=K+Taylor&author=J+Katzenellenbogen&author=D+Bessarab&publication_year=2016&hl=en']",27388224,https://doi.org/10.1186/s12913-016-1497-0, Durey 2016 {published data only}  ,included,CD013274-bbs2-0007,,27388224,,27388224,100.0,https://doi.org/10.1186/s12913-016-1497-0,,27388224
CD013274-bib-0012,"Goodman C, Opwora A, Kabare M, Molyneux S. ","Health facility committees and facility management - exploring the nature and depth of their roles in Coast Province, Kenya", BMC Health Services Research ,2011,11,    ,['citation-journal']," Goodman C, Opwora A, Kabare M, Molyneux S. Health facility committees and facility management - exploring the nature and depth of their roles in Coast Province, Kenya.  BMC Health Services Research 2011;11:229. CENTRAL [DOI: 10.1186/1472-6963-11-229]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1186/1472-6963-11-229', 'https://www.ncbi.nlm.nih.gov/pubmed/21936958', 'https://scholar.google.com/scholar_lookup?title=Health+facility+committees+and+facility+management+-+exploring+the+nature+and+depth+of+their+roles+in+Coast+Province,+Kenya+&author=C+Goodman&author=A+Opwora&author=M+Kabare&author=S+Molyneux&publication_year=2011&hl=en']",21936958,https://doi.org/10.1186/1472-6963-11-229, Goodman 2011 {published data only}  ,included,CD013274-bbs2-0008,,21936958,21936958,21936958,61.0,https://bmchealthservres.biomedcentral.com/counter/pdf/10.1186/1472-6963-11-229,,21936958
CD013274-bib-0013,"Opwara A, Kabare M, Molyneux S, Goodman C. ",Direct facility funding as a response to user fee reduction: implementation and perceived impact among Kenyan health centres and dispensaries, Health Policy Plan ,2010,25,    ,['citation-journal']," Opwara A, Kabare M, Molyneux S, Goodman C. Direct facility funding as a response to user fee reduction: implementation and perceived impact among Kenyan health centres and dispensaries.  Health Policy Plan 2010;25(5):406-18. CENTRAL [DOI: http://doi.org/10.1093/heapol/czq009]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1093/heapol/czq009', 'https://www.ncbi.nlm.nih.gov/pubmed/20211967', 'https://scholar.google.com/scholar_lookup?title=Direct+facility+funding+as+a+response+to+user+fee+reduction:+implementation+and+perceived+impact+among+Kenyan+health+centres+and+dispensaries+&author=A+Opwara&author=M+Kabare&author=S+Molyneux&author=C+Goodman&publication_year=2010&hl=en']",20211967,https://doi.org/10.1093/heapol/czq009, Goodman 2011 {published data only}  ,included,CD013274-bbs2-0008,,20211967,20211967,20211967,53.0,https://academic.oup.com/heapol/article-pdf/25/5/406/1670887/czq009.pdf,,20211967
CD013274-bib-0014,"Greco M, Carter M, Powell R, Sweeney K, Jolliffe J, Stead J. ",Impact of patient involvement in general practice, Education for Primary Care ,2006,17,    ,['citation-journal']," Greco M, Carter M, Powell R, Sweeney K, Jolliffe J, Stead J. Impact of patient involvement in general practice.  Education for Primary Care 2006;17:486-96. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Impact+of+patient+involvement+in+general+practice&author=M+Greco&author=M+Carter&author=R+Powell&author=K+Sweeney&author=J+Jolliffe&author=J+Stead&publication_year=2006&hl=en']",,, Greco 2006 {published data only}  ,included,CD013274-bbs2-0009,,,,,,,,
CD013274-bib-0015,"Greene J, Farley D, Amy C, Hutcheson K. ",How patient partners influence quality improvement efforts, Joint Commission Journal on Quality and Patient Safety ,2018,44,    ,['citation-journal']," Greene J, Farley D, Amy C, Hutcheson K. How patient partners influence quality improvement efforts.  Joint Commission Journal on Quality and Patient Safety 2018;44(4):186-95. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.jcjq.2017.09.006', 'https://www.ncbi.nlm.nih.gov/pubmed/29579443', 'https://scholar.google.com/scholar_lookup?title=How+patient+partners+influence+quality+improvement+efforts&author=J+Greene&author=D+Farley&author=C+Amy&author=K+Hutcheson&publication_year=2018&hl=en']",29579443,https://doi.org/10.1016/j.jcjq.2017.09.006, Greene 2018 {published data only}  ,included,CD013274-bbs2-0010,,29579443,,29579443,14,,,29579443
CD013274-bib-0016,"Greene J, Farley DC, Christianson JB, Scanlon DP, Shi Y. ",From Rhetoric to Reality: consumer engagement in 16 multi-stakeholder alliances, American Journal of Managed Care ,2016,22,    ,['citation-journal']," Greene J, Farley DC, Christianson JB, Scanlon DP, Shi Y. From Rhetoric to Reality: consumer engagement in 16 multi-stakeholder alliances.  American Journal of Managed Care 2016;22(12):s403-12. CENTRAL [PMID: https://pubmed.ncbi.nlm.nih.gov/27567514/]    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/27567514', 'https://scholar.google.com/scholar_lookup?title=From+Rhetoric+to+Reality:+consumer+engagement+in+16+multi-stakeholder+alliances&author=J+Greene&author=DC+Farley&author=JB+Christianson&author=DP+Scanlon&author=Y+Shi&publication_year=2016&hl=en']",27567514,, Greene 2018 {published data only}  ,included,CD013274-bbs2-0010,,27567514,27567514,,,,,27567514
CD013274-bib-0017,"Gurung D, Upadhyaya N, Magar J, Giri NP, Hanlon C, Jordans MJD. ",Service user and care giver involvement in mental health system strengthening in Nepal: a qualitative study on barriers and facilitating factors, International Journal of Mental Health Systems ,2017,11,    ,['citation-journal']," Gurung D, Upadhyaya N, Magar J, Giri NP, Hanlon C, Jordans MJD. Service user and care giver involvement in mental health system strengthening in Nepal: a qualitative study on barriers and facilitating factors.  International Journal of Mental Health Systems 2017;11:30. CENTRAL [DOI: https://doi.org/10.1186/s13033-017-0139-1]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1186/s13033-017-0139-1', 'https://www.ncbi.nlm.nih.gov/pubmed/28428815', 'https://scholar.google.com/scholar_lookup?title=Service+user+and+care+giver+involvement+in+mental+health+system+strengthening+in+Nepal:+a+qualitative+study+on+barriers+and+facilitating+factors+&author=D+Gurung&author=N+Upadhyaya&author=J+Magar&author=NP+Giri&author=C+Hanlon&author=MJD+Jordans&publication_year=2017&hl=en']",28428815,https://doi.org/10.1186/s13033-017-0139-1, Gurung 2017 {published data only}  ,included,CD013274-bbs2-0011,,,,28428815,46,https://ijmhs.biomedcentral.com/track/pdf/10.1186/s13033-017-0139-1,,28428815
CD013274-bib-0018,"Haarsma F, Moser A, Beckers M, van Rijswijk H, Stoffers E, Beurskens A. ",The perceived impact of public involvement in palliative care in a provincial palliative care network in the Netherlands: a qualitative study, Health Expectations ,2015,18,    ,['citation-journal']," Haarsma F, Moser A, Beckers M, van Rijswijk H, Stoffers E, Beurskens A. The perceived impact of public involvement in palliative care in a provincial palliative care network in the Netherlands: a qualitative study.  Health Expectations 2015;18(6):3186-200. CENTRAL [DOI: doi: 10.1111/hex.12308]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1111/hex.12308', 'https://www.ncbi.nlm.nih.gov/pubmed/25411078', 'https://scholar.google.com/scholar_lookup?title=The+perceived+impact+of+public+involvement+in+palliative+care+in+a+provincial+palliative+care+network+in+the+Netherlands:+a+qualitative+study+&author=F+Haarsma&author=A+Moser&author=M+Beckers&author=H+Rijswijk&author=E+Stoffers&author=A+Beurskens&publication_year=2015&hl=en']",25411078,https://doi.org/10.1111/hex.12308, Haarsma 2015 {published data only}  ,included,CD013274-bbs2-0012,,,,25411078,13,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/hex.12308,,25411078
CD013274-bib-0019,Heenan D. ,A partnership approach to health promotion: a case study from Northern Ireland, Health Promotion International ,2004,19,    ,['citation-journal'], Heenan D. A partnership approach to health promotion: a case study from Northern Ireland.  Health Promotion International 2004;19(1):105-13. CENTRAL [DOI: 10.1093/heapro/dah111]    Link to article     PubMed     Google Scholar     ,"['', 'https://doi.org/10.1093/heapro/dah111', 'https://www.ncbi.nlm.nih.gov/pubmed/14976178', 'https://scholar.google.com/scholar_lookup?title=A+partnership+approach+to+health+promotion:+a+case+study+from+Northern+Ireland&author=D+Heenan&publication_year=2004&hl=en']",14976178,https://doi.org/10.1093/heapro/dah111, Heenan 2004 {published data only}  ,included,CD013274-bbs2-0013,,14976178,14976178,14976178,40,https://academic.oup.com/heapro/article-pdf/19/1/105/2345590/dah111.pdf,,14976178
CD013274-bib-0020,Institute for Patient- and Family-Centred Care. ,Strategically advancing patient and family advisory councils in new york state hospitals,,2018,-,   ,['citation-other'], Institute for Patient- and Family-Centred Care. Strategically advancing patient and family advisory councils in new york state hospitals. New York State Health foundation2018;-(-):1-62. CENTRAL    ,[''],,, IPFCC 2018 {published data only}  ,included,CD013274-bbs2-0014,,,,,,,,
CD013274-bib-0021,"Jha V, Winterbottom A, Symons J, Thompson Z, Quinton N, Corrado OJ, et al. ",Patient-led training on patient safety: A pilot study to test the feasibility and acceptability of an educational intervention, Medical Teacher ,2018,35,    ,['citation-journal']," Jha V, Winterbottom A, Symons J, Thompson Z, Quinton N, Corrado OJ, et al. Patient-led training on patient safety: A pilot study to test the feasibility and acceptability of an educational intervention.  Medical Teacher 2018;35(9):e1464-71. CENTRAL [DOI: 10.3109/0142159X.2013.778391]    Link to article     Google Scholar     ","['', 'https://doi.org/10.3109/0142159X.2013.778391', 'https://scholar.google.com/scholar_lookup?title=Patient-led+training+on+patient+safety:+A+pilot+study+to+test+the+feasibility+and+acceptability+of+an+educational+intervention+&author=V+Jha&author=A+Winterbottom&author=J+Symons&author=Z+Thompson&author=N+Quinton&author=OJ+Corrado&publication_year=2018&hl=en']",,https://doi.org/10.3109/0142159X.2013.778391, Jha 2018 {published data only}  ,included,CD013274-bbs2-0015,,,23527865,23527865,24,https://doi.org/10.3109/0142159x.2013.778391,,23527865
CD013274-bib-0022,"Jivanjee P, Robinson A. ",Studying family participation in system-of-care evaluations: using qualitative methods to examine a national mandate in local contexts, Journal of Behavioral Health Services & Research ,2007,34,    ,['citation-journal']," Jivanjee P, Robinson A. Studying family participation in system-of-care evaluations: using qualitative methods to examine a national mandate in local contexts.  Journal of Behavioral Health Services & Research 2007;34(4):361-81. CENTRAL [DOI: 10.1007/s11414-007-9051-9]    Link to article     Google Scholar     ","['', 'https://doi.org/10.1007/s11414-007-9051-9', 'https://scholar.google.com/scholar_lookup?title=Studying+family+participation+in+system-of-care+evaluations:+using+qualitative+methods+to+examine+a+national+mandate+in+local+contexts+&author=P+Jivanjee&author=A+Robinson&publication_year=2007&hl=en']",,https://doi.org/10.1007/s11414-007-9051-9, Jivanjee 2007 {published data only}  ,included,CD013274-bbs2-0016,,17333403,17333403,17333403,21,,,17333403
CD013274-bib-0023,"Johns S, Kilpatrick S, Whelan J. ",Our health in our hands: building effective community partnerships for rural health service provision, Rural Society ,2014,17,    ,['citation-journal']," Johns S, Kilpatrick S, Whelan J. Our health in our hands: building effective community partnerships for rural health service provision.  Rural Society 2014;17(1):50-65. CENTRAL [DOI: 10.5172/rsj.351.17.1.50]    Link to article     Google Scholar     ","['', 'https://doi.org/10.5172/rsj.351.17.1.50', 'https://scholar.google.com/scholar_lookup?title=Our+health+in+our+hands:+building+effective+community+partnerships+for+rural+health+service+provision+&author=S+Johns&author=S+Kilpatrick&author=J+Whelan&publication_year=2014&hl=en']",,https://doi.org/10.5172/rsj.351.17.1.50, Johns 2014 {published data only}  ,included,CD013274-bbs2-0017,,,,,24,,,
CD013274-bib-0024,"Kidd S, Kenny A, Endacott R. ",Consumer advocate and clinician perceptions of consumer participation in two rural mental health services, International Journal of Mental Health Nursing ,2007,16,    ,['citation-journal']," Kidd S, Kenny A, Endacott R. Consumer advocate and clinician perceptions of consumer participation in two rural mental health services.  International Journal of Mental Health Nursing 2007;16(3):214-22. CENTRAL [DOI: 10.1111/j.1447-0349.2007.00470.x]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1111/j.1447-0349.2007.00470.x', 'https://www.ncbi.nlm.nih.gov/pubmed/17535167', 'https://scholar.google.com/scholar_lookup?title=Consumer+advocate+and+clinician+perceptions+of+consumer+participation+in+two+rural+mental+health+services+&author=S+Kidd&author=A+Kenny&author=R+Endacott&publication_year=2007&hl=en']",17535167,https://doi.org/10.1111/j.1447-0349.2007.00470.x, Kidd 2007 {published data only}  ,included,CD013274-bbs2-0018,,17535167,17535167,17535167,26,,,17535167
CD013274-bib-0025,Lewis L. ,User Involvement in mental health services: a case of power over discourse, Sociological Research Online ,2014,19,    ,['citation-journal'], Lewis L. User Involvement in mental health services: a case of power over discourse.  Sociological Research Online 2014;19(1):1-15. CENTRAL [DOI: https://doi.org/10.5153/sro.3265]    Link to article     Google Scholar     ,"['', 'https://doi.org/10.5153/sro.3265', 'https://scholar.google.com/scholar_lookup?title=User+Involvement+in+mental+health+services:+a+case+of+power+over+discourse&author=L+Lewis&publication_year=2014&hl=en']",,https://doi.org/10.5153/sro.3265, Lewis 2014 {published data only}  ,included,CD013274-bbs2-0019,,,,,46,https://wlv.openrepository.com/bitstream/2436/621624/1/AUTHOR%20ACCEPTED%20MANUSCRIPT.pdf,,
CD013274-bib-0026,"MacDonald D, Barnes M, Crawford M, Omeni E, Wilson A, Rose D. ",Service user governors in mental health foundation trusts: accountability or business as usual?, Health Expectations ,2015,18,    ,['citation-journal']," MacDonald D, Barnes M, Crawford M, Omeni E, Wilson A, Rose D. Service user governors in mental health foundation trusts: accountability or business as usual? Health Expectations 2015;18(6):2892-902. CENTRAL [DOI: 10.1111/hex.12274]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1111/hex.12274', 'https://www.ncbi.nlm.nih.gov/pubmed/25257560', 'https://scholar.google.com/scholar_lookup?title=Service+user+governors+in+mental+health+foundation+trusts:+accountability+or+business+as+usual?+&author=D+MacDonald&author=M+Barnes&author=M+Crawford&author=E+Omeni&author=A+Wilson&author=D+Rose&publication_year=2015&hl=en']",25257560,https://doi.org/10.1111/hex.12274, MacDonald 2015 {published data only}  ,included,CD013274-bbs2-0020,,,,25257560,7,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/hex.12274,,25257560
CD013274-bib-0027,"Rose D, Barnes M, Crawford M, Omeni E, MacDonald D, Wilson A. ",How to manages and leaders in the National Health Service and social care respond to service user involvement in mental health services in both its traditional and emergent forms? The ENSUE study,,2014,2,    ,['citation-other']," Rose D, Barnes M, Crawford M, Omeni E, MacDonald D, Wilson A. How to manages and leaders in the National Health Service and social care respond to service user involvement in mental health services in both its traditional and emergent forms? The ENSUE study. Health Service and Delivery Research2014;2(10):No Pagination Specified. CENTRAL [DOI: http://doi.org/10.3310/hsdr02100]    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=How+to+manages+and+leaders+in+the+National+Health+Service+and+social+care+respond+to+service+user+involvement+in+mental+health+services+in+both+its+traditional+and+emergent+forms?+The+ENSUE+study+&author=D+Rose&author=M+Barnes&author=M+Crawford&author=E+Omeni&author=D+MacDonald&author=A+Wilson&publication_year=2014&hl=en']",,, MacDonald 2015 {published data only}  ,included,CD013274-bbs2-0020,,25642545,,,,,,25642545
